index,x1,x2,x3,x4,x5,y1,y2,y3,y4,y5
175,7759,9450,111,2669,1055,3939,9988,129,1886,1261
176,3968,2303,3073,2462,1628,1011,7156,9445,1212,5855
177,9830,7207,9936,6871,1774,7698,1261,2675,9923,8460
178,1930,948,8965,3501,6345,493,506,1254,363,2206
179,9372,6802,396,3378,4441,9732,1649,3898,3507,132
180,8055,7141,6077,4254,2998,9785,6348,7544,5200,4699
181,2128,7394,5132,7672,927,1605,8508,8737,3878,7340
182,8830,6430,251,9372,796,8319,6217,5196,3279,3531
183,1783,8026,6177,9907,7209,9415,6431,1687,9340,3660
184,4565,3013,9792,4869,4981,9374,5824,604,7380,8553
185,6235,8778,6067,3935,9928,7993,8394,9949,2097,3016
186,6774,3708,7880,2367,2342,3078,7778,56,7645,2087
187,2313,9410,5443,5183,5310,6560,3467,4117,9317,5903
188,3705,53,8648,1926,3343,9843,751,820,7201,8600
189,5882,9052,4871,1100,9048,2557,5831,5157,5028,8255
190,1478,443,4685,1026,718,9819,5097,3140,1898,6546
191,27,9966,4622,8761,8251,6365,8584,6418,6853,5676
192,6270,1373,3578,8009,3771,7964,904,2742,3708,4812
193,1118,4530,4574,2936,6585,8126,8344,2746,5770,2689
194,404,3123,3487,3622,6073,1919,4074,8145,5595,4542
195,967,3276,9874,3104,4768,4181,4187,758,2227,1611
196,6725,4224,14,9380,8679,3468,360,4428,6129,5203
197,2740,6307,6075,81,541,8429,9437,9882,3423,102
198,5820,9596,8159,5114,9403,3347,6669,2946,4619,785
199,2685,3847,6657,6152,6212,1852,3833,6517,6565,3798
200,1783,3273,3239,1963,3042,7845,6213,8974,329,6791
201,9567,9357,8803,1924,7697,2310,3625,9656,1718,8471
202,2584,8444,3963,9125,7916,7111,6535,345,9805,5138
203,9777,3878,3531,6770,7173,7776,9149,1664,6667,4894
204,5994,1265,1550,4372,42,7597,9324,3577,4006,9743
205,677,8179,304,2982,6957,5702,8553,495,1803,3590
206,7064,7088,9796,7335,7153,6239,7633,7446,5090,3128
207,1355,9248,596,4244,2836,2856,6056,610,439,9339
208,6335,6349,81,2559,9351,4910,6651,9887,4790,603
209,5523,3207,8825,5251,3227,6383,2780,2623,3130,2342
210,5038,3478,108,8697,4934,5114,5146,269,2887,8958
211,74,6729,4571,5265,1376,8031,4863,3302,2343,1201
212,1725,519,632,8706,9408,9854,1302,815,9985,3237
213,1685,7400,5667,1951,2789,1610,5685,920,9516,8107
214,654,505,368,9210,8970,3228,998,5959,4694,5124
215,3819,6223,4820,5403,6912,4177,9380,1589,5010,6539
216,8186,5309,970,1664,3227,564,8528,2332,3431,7894
217,2290,3864,5101,7532,6764,1559,1373,4079,7212,910
218,1230,7593,6782,8671,5573,8945,5251,28,393,3820
219,5328,5684,216,3231,7923,5730,4981,4747,8256,3557
220,2249,4216,2363,3470,7693,2639,6505,78,7818,4797
221,589,6800,4769,8685,5375,5107,6516,9331,2320,4886
222,2199,763,1884,860,8292,6559,5877,5879,887,9013
223,5521,9655,1356,6458,7867,969,233,7955,3373,3299
224,9932,7859,44,8770,2170,3245,2826,516,9610,5155
225,3551,6658,5415,6097,2911,8334,5975,9048,8998,3419
226,8275,4055,4615,9803,7596,2562,3530,4273,6992,8447
227,5532,9957,932,8206,4534,7495,8971,4218,1324,4265
228,1269,4880,9231,8193,5412,5730,3471,1799,8793,5124
229,1349,1126,7008,1948,4723,6724,7971,8618,4878,8064
230,9330,363,6825,7662,9163,6951,4420,4752,7653,747
231,3763,6189,8533,565,1946,4269,4178,8838,712,5957
232,7776,107,755,1628,7660,938,4510,4083,5485,4151
233,7194,8722,2480,3135,8031,4095,7121,9303,6310,1290
234,4749,1398,1826,703,6661,2886,4734,5197,682,7937
235,1770,7522,2738,6556,7463,2156,4724,8171,4551,2983
236,6258,4456,41,4191,7333,1948,697,7296,1312,2865
237,7148,4484,4600,1704,5133,3532,5753,4467,5040,4410
238,2198,525,6128,658,6568,8096,9840,5790,6584,2498
239,9510,8984,5006,137,2259,8604,420,6495,973,2350
240,3921,7320,2815,7411,747,969,8184,2513,5067,1936
241,8679,6014,4953,5872,2881,7556,4059,2965,5104,2495
242,3097,6128,298,6871,9540,6095,8003,4332,5145,3669
243,5796,3503,4641,5675,861,6182,229,1080,5995,356
244,7234,5350,2404,7523,92,8690,2300,4971,6661,903
245,7428,2728,7269,6556,301,6401,2782,847,1153,3329
246,6241,1909,6174,7558,2118,4794,9503,4715,8209,1930
247,6875,9293,9921,5352,1783,7601,6101,6256,5709,1561
248,3846,77,3628,9168,9020,3350,7653,7666,6655,6509
249,1549,8838,1661,6742,2864,2043,3847,69,5322,8097
250,6091,4572,1297,1763,7319,5246,1053,2674,8143,7014
251,1158,1603,5540,8908,2638,6116,7648,5599,7430,6236
252,4585,3227,7453,1000,2472,106,6832,4474,5559,2433
253,8460,8372,612,965,7963,6642,8925,5009,9287,1027
254,2274,9639,2629,1887,7429,2384,5248,4374,3962,9319
255,2051,702,6319,5231,2337,8424,3774,8578,3930,265
256,5680,1025,164,7195,5311,6000,2997,9879,6816,3714
257,2308,260,9571,5237,8357,6571,5354,2182,9216,8887
258,3332,671,1242,653,7685,4301,4811,428,4335,2804
259,8236,9991,712,8756,675,8979,3,7847,3341,1601
260,4991,765,1796,2011,4228,9447,3719,6549,4923,982
261,8368,9728,3765,3643,4207,5715,7659,4166,7258,494
262,5401,4453,890,5198,9741,1138,2610,8324,5025,3188
263,1714,3812,76,3090,69,6448,331,6567,6773,3318
264,871,1573,5598,8740,3528,961,1033,3012,3069,3464
265,7630,83,9746,3844,7433,8240,1796,4397,2124,6450
266,9267,9388,4816,3175,4671,7652,6483,3391,1398,2468
267,925,5052,6370,5210,459,1538,7574,5018,3723,2681
268,1450,2259,5333,1672,8505,8534,5551,5332,9691,9912
269,3463,1417,7165,6870,4336,678,5060,687,745,426
270,861,3136,5178,9208,7781,6696,4802,9652,702,5830
271,9147,8544,937,2742,2568,8548,8902,8874,8989,7415
272,7035,2902,4876,4612,2323,6052,8239,9328,6300,9271
273,6768,2452,7752,6143,941,9839,2723,4472,9121,4308
274,1448,4511,3296,1904,1129,6514,8896,5240,7470,2232
275,8055,870,3542,7831,5532,8046,1060,4974,7972,4713
276,7364,3229,7932,300,9860,3980,9687,1771,8325,9886
277,317,6573,8195,1094,9776,9421,1682,2128,5017,7785
278,9732,3773,2417,1184,7988,98,1896,9535,7817,7300
279,6252,8362,5431,4378,3950,72,3817,9152,5470,8959
280,4038,9767,1988,1288,371,5016,3289,4083,5428,9913
281,9516,7074,2923,7889,4336,6710,9600,9273,5264,337
282,4458,9877,1452,4506,129,6268,2472,387,1223,2948
283,8974,885,7500,8049,657,1215,7561,8220,4999,4651
284,2693,7145,3818,8592,1981,7718,4615,2875,1946,1613
285,4147,178,1437,9211,2498,3693,9267,2440,2737,4591
286,1175,783,8512,1878,4661,392,3109,7879,2453,2599
287,6533,9955,252,8975,4840,6160,7641,8847,6027,4855
288,7429,565,3894,9694,836,9435,3453,9987,2237,2558
289,6680,6173,3650,1093,5157,9241,7510,6131,7744,1317
290,8044,6570,2962,6432,8699,9843,5101,179,8977,7965
291,3200,8652,161,4570,4647,8525,9281,1175,6277,1427
292,11,8499,5086,2772,4,7177,7131,1619,7749,6507
293,7518,3108,4667,4740,2247,7235,1720,6588,5796,5380
294,3059,2883,5631,584,3083,5312,7548,5498,8198,7465
295,8629,3522,390,8425,1611,8531,2493,6464,6780,8490
296,5662,2749,4917,4634,660,8033,9462,8796,3227,7737
297,7481,3869,3032,8659,962,6742,3363,8798,5870,2019
298,9759,3868,392,8141,7518,3749,4263,8285,6360,9638
299,3989,782,4206,9897,3562,4155,9290,2610,4370,8498
300,9306,3002,4811,2907,7438,4962,2542,6402,5601,839
301,3363,6703,6491,9703,8850,5389,9589,9128,6001,4024
302,6810,8509,999,7269,7783,7896,6736,5384,5955,1301
303,8670,289,3476,6125,3053,3607,87,2541,6374,6717
304,6819,8766,9143,1063,5085,8881,4515,9922,146,6709
305,8334,4114,3872,1558,4323,7790,944,1191,1184,9457
306,1861,2470,4676,2070,2198,2371,9249,4326,9890,9444
307,6075,5025,9832,2660,6743,6406,3722,6263,4418,6846
308,4332,4230,4293,20,2983,8182,2808,8846,8204,9048
309,5479,8759,2345,516,8696,7870,1155,1992,3887,5235
310,722,9337,3677,4687,3513,6663,8782,9988,1340,2416
311,9217,7884,935,3207,1908,6855,4929,324,3142,8560
312,62,5436,209,8666,8698,4063,7372,7145,9153,4386
313,1306,4789,4785,5749,5673,947,2751,3372,5752,7979
314,6627,7911,5270,8085,7515,4516,8092,2692,3034,7037
315,517,4490,5061,6818,2994,3096,1802,5960,8094,8342
316,1489,591,2004,7718,3675,9293,3219,3563,332,4474
317,7967,5143,2325,8810,5200,5538,9072,3406,9098,7218
318,2795,8808,1325,7917,8811,6402,5377,2971,479,4011
319,854,8048,9986,9723,9149,8787,3549,7743,7164,6834
320,7360,616,7818,9241,6213,2843,3893,3180,3230,3970
321,9423,2576,3490,673,766,6886,198,7671,9715,7739
322,4470,7048,6143,2975,9247,6570,7177,3694,3542,5170
323,4469,2652,3249,7642,6814,4680,1563,9696,3471,5247
324,6281,3112,7448,3918,8233,858,8991,1450,2897,1405
325,2879,3916,5960,5735,9510,6588,8865,6986,754,8960
326,6121,2961,5672,422,5627,7428,3556,4612,4620,1135
327,3583,6963,2817,4663,7792,8904,1724,3394,483,8121
328,7510,3666,8856,2980,9122,9095,5155,359,4554,8857
329,1758,9734,2993,2970,5573,5871,6183,2255,3146,6067
330,29,1424,3109,648,5792,7340,2845,8375,6263,6827
331,1440,6643,4933,2625,3986,2117,6113,5329,3496,8703
332,7335,5559,7933,1640,5118,9464,4225,3501,7525,1386
333,4784,7729,7591,1413,1788,1010,7208,4318,4844,4782
334,2209,9090,4845,1200,3747,5419,7371,8619,3837,9192
335,7632,3803,1642,1577,5696,1069,2942,7549,6041,8020
336,6094,5512,502,8917,3593,810,5027,1199,8905,1336
337,1781,6725,304,2568,249,4182,9303,20,3580,4454
338,1367,2410,7958,9973,7308,4164,5022,9426,7494,3824
339,2524,2722,5224,2810,9900,2100,3046,8659,4404,2478
340,9449,3422,8325,6009,491,785,1078,2006,707,5525
341,9145,4505,7980,8942,9232,3426,6425,3417,2409,7772
342,7486,8845,4211,3373,6538,9181,4470,9952,7854,7304
343,9514,8815,401,5299,6952,1899,9846,9298,7203,2220
344,1538,355,7609,7272,8746,8503,7126,1712,9821,5517
345,2256,5021,6396,9459,54,7639,7872,7516,9294,1698
346,9097,2095,3703,4950,7645,271,4531,8678,2231,5299
347,2954,9769,8873,6900,923,3742,9746,639,6411,2348
348,7103,4322,4839,4884,4487,7174,3269,1475,4936,1240
349,5813,3451,6807,5674,4871,8756,680,3733,6869,5209
350,6625,5724,8187,869,4247,9699,7955,3151,3592,524
351,9920,5835,5435,2599,9386,8129,1059,8402,8117,8060
352,1704,214,4890,1406,6001,2604,2726,1498,709,3765
353,456,5214,4120,8537,6490,3313,9921,4595,354,5575
354,7745,6937,5191,9548,3903,9462,1126,9720,1562,4006
355,4997,8957,5888,3085,2833,14,1804,2411,5377,409
356,2929,6812,9080,5337,7133,9625,5888,2682,8559,6817
357,8127,7998,996,4745,8805,6837,6351,5861,9020,1490
358,9148,1369,2137,4196,8397,6485,1111,5933,4857,4304
359,3105,3406,9858,8616,8441,1471,8255,3685,7143,5051
360,5731,1390,4327,3504,1946,1361,3313,5904,7670,1105
361,7915,8200,9458,6441,8743,8046,2598,9842,9830,9669
362,3927,4029,3323,3836,3400,9946,1446,1952,4837,9467
363,2994,6454,8808,9865,1811,424,4355,5811,617,3688
364,4706,5124,4534,2009,2240,9472,4466,442,9043,6472
365,5804,2630,6569,9830,5780,3107,3045,8799,366,5936
366,7033,8709,1445,3645,469,5822,3535,1047,4941,7866
367,7509,8597,8774,4441,7372,7062,2301,8898,7792,7980
368,9028,6366,9226,567,4953,5755,9016,4281,6421,4022
369,4079,1492,9599,3576,4119,5606,570,3740,4591,8436
370,7398,1145,957,6603,9682,8968,9502,426,1314,121
371,9469,7757,5680,1411,737,5081,5446,2452,472,3695
372,7125,59,3045,1421,9901,5861,2896,6566,8311,4505
373,1710,8373,3925,9083,8584,9240,6933,6408,805,5770
374,5318,5402,5589,3156,7626,5649,1854,5747,3098,4219
375,8913,5010,8233,7485,4594,5862,426,1447,3277,1223
376,8560,9497,8230,5479,6028,9114,7998,3451,1459,4730
377,3594,6570,9962,6171,631,811,1804,7112,1185,1879
378,9502,2081,6595,1200,1012,5775,2859,1317,8321,5017
379,9267,6439,7992,4734,1296,27,5905,942,7842,4343
380,2919,4168,9877,1497,8715,564,8035,1281,6215,2791
381,9242,9308,3566,2046,5738,9678,5646,4078,3514,6141
382,2575,7304,9009,4170,2610,2565,8081,9668,2921,3331
383,2593,5818,1351,5078,669,7836,4869,8160,5338,5855
384,6476,2763,5315,5452,6733,3541,1674,2811,2084,8839
385,8703,5404,4785,3290,5734,1563,1062,3667,2126,6384
386,7930,6273,167,9098,3903,1540,1158,2898,7933,9491
387,716,577,7798,5415,109,5290,5650,4487,8144,4919
388,5414,3621,136,7726,1536,8076,6789,9927,9767,4989
389,4905,3903,1699,1017,5533,5093,7958,6195,9625,4497
390,4363,8353,9691,6251,5852,3835,986,9877,8661,2766
391,7429,1585,1999,9753,8898,616,6956,229,1506,5325
392,1553,5178,3590,3042,7904,7177,2359,9537,2528,7939
393,4587,2204,1745,8280,3907,9160,7910,8238,1685,9921
394,8840,4570,793,194,8804,9535,6563,6365,914,3968
395,6916,700,647,1726,4820,3095,5197,6807,9277,907
396,2767,6330,3114,5702,7926,4980,9675,2395,7892,4725
397,212,2383,7690,5613,3236,9947,7737,2420,8366,6990
398,6671,3569,5262,6715,903,364,743,1076,2845,8350
399,8287,1289,4716,6201,4537,3939,8998,9899,3175,5478
400,2265,4358,1935,5347,5516,5792,1267,3004,6593,1891
401,8186,8769,8825,8250,9873,6016,8837,3429,5636,735
402,3243,2773,7601,814,272,2278,2282,5238,9820,4280
403,1212,7662,3256,2942,674,8156,3545,1294,6536,7763
404,2415,1720,9451,3216,9735,7807,1501,7993,4642,384
405,1919,8731,5172,1185,1788,1839,3168,4744,808,7362
406,1638,6812,9774,4760,650,2206,2206,600,8842,1446
407,1465,5836,6333,7833,5734,4201,8681,9397,3939,5039
408,7163,8674,8648,1549,8478,6413,9265,8439,3714,2706
409,9969,2488,2488,6906,9214,4932,6615,9008,8917,7394
410,4053,805,7917,3075,3835,8983,1583,5972,6394,2067
411,4097,5788,2097,727,8068,7933,8204,2673,5849,6301
412,1487,8971,4350,7462,6371,7271,4539,8438,2324,637
413,5451,5426,8851,9010,991,2318,5521,2488,105,1006
414,3134,4451,3678,7390,2627,204,1746,778,4460,8981
415,9539,1077,9664,1397,2592,7265,6341,5273,5099,2872
416,649,8749,6966,5851,7719,7324,5164,1997,6777,7662
417,289,9665,4080,4818,5837,5649,4214,4428,5341,9780
418,1473,4829,9125,722,5274,5893,2146,4322,9892,1621
419,4998,8507,7780,4558,5147,96,2011,563,1254,7188
420,5373,4896,948,294,2700,3408,8325,4339,1938,8685
421,4634,2999,9985,3937,5860,7594,2409,1108,2148,7518
422,2539,728,4890,9429,8621,9687,8499,4752,1536,8069
423,7884,3355,9292,5915,2845,4422,6631,4622,8956,5372
424,8153,8795,1599,7814,6995,3439,7192,5638,4315,5666
425,3136,5601,5616,1312,3548,6532,1621,5515,5300,142
426,3689,5563,302,2948,2497,9461,6360,8464,3585,1768
427,8904,6078,2590,4000,4560,9932,8295,7639,1781,7652
428,3398,6834,2241,4588,3458,3891,3766,3957,3770,1683
429,3242,1799,6373,172,9970,5025,6360,6780,5171,5513
430,1620,8451,29,3111,9465,2860,8034,2062,6690,2894
431,9588,4591,1823,65,6508,6468,8831,5487,5249,9749
432,4866,6383,4421,5291,356,1149,9456,6303,7989,1732
433,1394,491,3265,9223,5666,286,1220,6002,6248,8623
434,1368,3308,6177,1267,3447,1522,7962,2890,5478,6436
435,3068,2426,2133,454,6933,3847,5001,749,4168,2427
436,2823,933,8862,3604,9623,6212,3641,4190,1494,5679
437,2617,1597,7779,1024,7417,14,9634,9851,2715,2126
438,7755,2648,1628,568,2134,2535,5886,3272,2958,7647
439,4516,1431,5251,3222,8804,4096,3913,7549,8155,4196
440,2080,9266,3392,7276,7984,2945,9085,4053,4829,2855
441,6181,3106,6244,4479,8731,1839,2777,345,7631,9437
442,499,5396,9987,4395,3323,3742,6007,1746,4600,8271
443,6010,5328,4851,8659,8192,4492,8473,8006,6718,1213
444,5228,9904,9613,1677,8742,2387,6602,4649,7425,3469
445,3093,1274,3068,3574,6515,6928,4888,447,6199,8146
446,3416,9699,481,1607,7844,3426,930,8324,4951,8550
447,7291,4787,8098,8526,9040,2988,3103,3226,9969,1277
448,1533,9535,2145,997,8396,1700,7034,1453,5827,2145
