,x1,x2,x3,y1,y2,y3
203,994,3491,2812,6288,4294,569
204,5474,2082,4839,6181,2153,754
205,236,3666,1588,5754,2850,2068
206,6373,451,4272,6750,3929,1299
207,9684,4622,5692,9250,3234,2023
208,3519,4910,2981,7867,3426,392
209,268,2867,5839,5650,2092,1543
210,6104,1213,1928,8933,4193,467
211,2952,4957,4606,5530,4133,755
212,9853,3118,3197,9289,4213,2363
213,4519,4000,4781,6361,3348,1627
214,8139,3718,1566,5485,4295,1154
215,8800,728,5737,5927,3356,802
216,3286,3928,6025,6540,2124,1131
217,6018,4039,3982,6652,3864,1592
218,5249,3791,2328,9553,2132,2385
219,1877,4034,6072,6273,3517,669
220,3461,1272,4233,8486,2279,1213
221,8438,4675,5115,8119,2464,520
222,5493,1165,4833,5481,3778,1106
223,4417,738,1843,7516,3009,2337
224,4705,1734,5043,6432,3733,1353
225,2662,4602,5154,8406,2102,679
226,6313,4234,4906,7229,3253,1055
227,9200,2851,5149,8320,2177,2387
228,4752,634,2387,8084,2465,1444
229,6335,3917,5790,6053,4073,1675
230,523,514,2280,5602,3337,447
231,6954,4273,1853,9175,2864,2257
232,1067,1345,2849,6629,2512,575
233,4470,469,5717,8717,2841,455
234,9152,911,5349,5916,3302,2224
235,6287,1524,3966,5968,4095,1286
236,5303,1636,1749,9361,2379,2400
237,533,4537,5032,5894,2923,410
238,6337,1257,1629,5577,2230,852
239,1529,3470,5388,8529,2816,1461
240,2646,3103,2460,8600,4047,1465
241,429,465,1584,6349,3063,1577
242,3712,2500,2026,8310,2389,382
243,8501,4985,2639,5907,2765,1198
244,6861,1416,2751,8612,4097,1105
245,4068,3390,5652,8188,3154,2161
246,8250,2213,2372,6060,3385,1357
247,1140,3304,4585,8766,2157,406
248,6350,3068,4218,5758,3967,830
249,8456,1037,1580,9219,2285,1357
250,8898,586,3615,9332,2165,1863
251,7804,4159,6100,7168,3934,1390
252,6872,4871,2531,6853,2996,2154
253,5411,1613,4505,6341,4110,978
254,9511,3701,3328,6262,2120,1178
255,9623,900,4419,8224,2562,527
256,9244,952,4183,5770,3171,1046
257,6111,4345,2152,8719,3175,716
258,2898,878,1701,8446,3287,1554
259,8452,561,5274,6137,2092,1804
260,2295,3513,5986,7428,2908,1497
261,4780,3584,2728,7011,2815,841
262,6699,1333,4816,9580,3871,893
263,9403,4749,2015,8963,3067,819
264,3185,3294,2067,6266,2116,1787
265,5813,891,5460,5522,4151,502
266,5340,3596,1993,7126,2540,1409
267,832,3172,1676,7183,3067,1274
268,5128,1044,4628,5871,3573,594
269,8573,3750,4699,9072,3100,1552
270,7694,742,2448,6993,3864,832
271,4666,4203,5864,7361,2688,2090
272,9600,4316,4409,6224,2888,1252
273,7544,2152,2006,5825,2237,985
274,3496,1837,4711,9132,2756,1119
275,5447,1325,4287,6800,2426,1032
276,7134,1246,2159,8449,3264,1560
277,695,3208,4865,9142,3514,683
278,747,754,1857,8032,3207,2093
279,673,3703,5318,5601,2551,1778
280,6897,3430,5431,6349,2603,1266
281,5737,1121,3267,7981,2529,1187
282,8548,2412,2952,7674,3497,695
283,5359,1995,2440,7712,2212,1760
284,9320,4564,2361,5474,3119,1062
285,6667,3947,4323,9181,2984,2353
286,4544,1250,1869,7726,2304,1936
287,3089,506,4818,8066,3262,1906
288,686,2110,4545,6374,2542,409
289,5202,2167,2236,8298,3800,1191
290,7701,855,3527,9214,2962,1376
291,839,4056,3110,8000,2695,447
292,4982,1977,5679,8316,2829,2051
293,5510,2345,5062,9424,2742,2108
294,537,1208,2365,7986,3270,796
295,3998,809,1621,8378,2393,1918
296,1947,4116,3225,9289,3803,2286
297,9824,1784,3282,6172,3488,1149
298,1120,4801,1970,6721,2976,1990
299,7030,3433,5171,9114,2897,750
300,1041,4126,3092,8652,2405,2255
301,8741,3016,3460,5447,3470,2046
302,5710,585,2323,5898,2772,1725
303,9108,1333,1924,6125,4063,1743
304,2207,2965,5231,8345,3646,1842
305,9982,2658,2899,5433,3616,646
306,4359,2696,5916,7288,2119,526
307,1045,458,4548,5971,2901,1274
308,8493,4165,5241,6705,3086,1250
309,7568,2710,4131,5384,2157,1812
310,1905,3050,1700,9320,3761,399
311,1962,4808,2448,9309,3818,653
312,8842,1358,4080,7823,2506,1299
313,3851,3282,3773,8837,3628,1641
314,9964,4198,3811,7992,3996,1100
315,2140,2984,1573,7708,2859,253
316,1003,3300,5280,7189,3700,2431
317,8796,4408,3825,8762,2460,1097
318,8115,2970,4165,7595,3965,1646
319,5996,3362,5923,7284,3756,1178
320,8042,4273,2473,8277,3435,372
321,7477,1156,4397,9219,3453,2080
322,9771,1705,5313,9290,3552,823
323,5693,4098,4099,6019,2356,1802
324,3228,3636,4415,5613,2236,1050
325,7126,431,5523,6158,2984,1594
326,3921,882,4085,9420,2960,358
327,2811,1109,4477,9443,3522,2213
328,8572,3329,5388,6057,2109,896
329,1128,417,2271,7617,2363,483
330,2760,2272,2820,7292,3009,1630
331,2453,955,5213,8594,3351,1236
332,5762,4638,4751,5518,2810,2129
333,7834,1689,1546,6992,1963,1825
334,8445,368,1997,8006,4141,309
335,7621,4304,2224,5927,2807,1535
336,1153,4293,4444,7441,3356,849
337,3077,2807,1532,6480,2888,1689
338,5591,3821,3387,7052,2082,2114
339,3993,2976,2070,7582,3790,1544
340,2779,2692,5753,8716,2533,1495
341,5050,2173,2804,7696,3512,2209
342,2765,3746,1483,5916,2760,1913
343,3157,2579,5419,7625,3304,1053
344,6938,2268,5408,9038,2068,1294
345,4068,3261,3922,8740,3923,944
346,951,4203,4936,6452,2606,538
347,9692,4274,6119,7324,2193,1083
348,5128,1003,4091,8912,3340,2428
349,3893,597,3807,8542,2946,249
350,7416,1142,3288,7342,3839,1496
351,8153,4404,4861,7028,3535,926
352,7252,4427,3694,6903,2019,1687
353,3431,1041,3383,5321,3245,272
354,8418,2601,4376,6012,2559,982
355,6030,4766,5318,8467,3399,611
356,8869,2276,5389,7868,3824,2217
357,5752,3578,2118,8107,3254,1707
358,904,502,1712,8004,4230,443
359,5544,1976,2257,5664,3205,1175
360,3124,2990,5519,8508,3919,1917
361,212,911,6196,6148,3623,852
362,2067,2425,5542,7170,2763,2366
363,750,4647,2156,7542,3004,492
364,4433,1464,3716,8525,2654,1405
365,1484,2036,5881,8834,2248,1977
366,163,2566,3391,5414,2793,2396
367,4099,3700,4693,7788,4138,841
368,4088,2680,1617,9099,1959,1493
369,2602,900,3091,5725,3206,1377
370,3616,2609,4105,6530,2636,2239
371,2771,4022,2026,5696,3397,2249
372,2487,3724,3540,9266,1982,2267
373,5494,1436,5762,8071,2692,1662
374,3541,2308,2579,5818,4252,1953
375,8110,3896,3151,6759,2321,1828
376,2063,3526,3681,6059,3927,246
377,5863,2326,4815,8611,3417,937
378,3056,2012,3795,7296,2153,1820
379,7496,1887,2015,6883,2885,1359
380,3998,305,3724,5781,3627,589
381,4069,996,5137,8995,2562,528
382,7396,3451,4839,8444,4076,2326
383,5003,2852,2551,7159,2202,2135
384,8990,3091,3423,6789,3115,674
385,392,2988,5011,8787,3687,1073
386,9129,648,4641,9364,4217,2095
387,4199,4683,3441,8308,4106,2015
388,5446,3492,3127,8784,2551,339
389,7133,4829,3002,8613,3203,1671
390,4876,1132,1420,8202,4260,650
391,7552,2154,2111,8229,3087,1187
392,7080,2526,4566,5655,3949,1455
393,4222,3509,3967,6062,3959,1221
394,836,3818,4206,6564,3977,621
395,4561,398,4103,5421,3372,743
396,2071,2772,1763,7784,3663,1684
397,8489,4083,5798,7590,3538,1635
398,1771,709,4607,5495,1956,2125
399,706,1514,5944,5926,2647,984
400,2220,680,2247,9066,3530,665
401,7096,4250,3269,9129,3069,2221
402,9451,3055,3641,7090,2299,1808
403,1831,802,4624,6169,2238,1644
404,7888,1743,4933,6411,4036,1292
405,3495,1043,1513,7494,3845,706
406,6346,4820,3887,6483,2384,2084
407,8120,3595,5198,6500,2783,1714
408,8887,2280,1824,6017,3805,2288
409,5443,1867,2629,7817,4177,2398
410,2404,765,1795,8078,3725,886
411,3519,3979,5365,9249,2049,2179
412,1231,3428,4170,9368,3381,573
413,2103,2143,1917,7372,2360,852
414,7744,1773,2858,8631,2897,1788
415,1807,3771,2158,7068,3165,1684
416,9874,4348,5935,8225,2931,1797
417,8292,4728,4710,6223,2331,1579
418,7628,3292,3395,9189,2453,840
419,791,4995,2982,5925,3394,1951
420,2647,3768,1880,9007,3345,580
421,2783,3597,5094,6190,3835,987
422,8635,3186,4543,8772,2694,1489
423,7095,3213,3258,9102,2375,346
424,6962,639,2888,6674,3931,1448
425,6276,1046,6156,5421,3518,420
426,6698,1548,4886,6166,3354,851
427,6085,405,5463,5992,3002,1026
428,4624,2768,5843,8986,2416,2015
429,927,2574,6122,8428,3794,1094
430,6934,479,4407,5558,3424,1336
431,3304,910,6110,6626,3998,1726
432,193,4050,4883,5342,4108,1257
433,2567,4113,4712,6574,2596,2419
434,3878,2074,4301,5721,3889,1408
435,504,1153,4328,6327,2283,870
436,5137,1395,1754,8512,2562,1425
437,9501,2478,2161,7022,3498,942
438,475,1467,2663,7055,3394,567
439,4045,1484,1520,8739,3507,2297
440,597,1001,3883,5907,4173,1993
441,7766,4722,3689,6151,4170,1148
442,7473,2801,1594,6929,3289,873
443,9730,3062,2025,8526,2550,1148
444,9030,4233,5165,6658,3661,1080
445,4615,4352,6296,8868,2290,850
446,6829,2356,5228,5708,2697,1115
447,3390,3615,3189,8087,3199,1379
448,1662,2052,2268,9243,2056,1599
449,8752,3209,2510,6542,4225,346
450,3223,1207,3593,7245,3158,940
451,1938,4173,2582,6030,2130,1091
452,9760,909,6140,5768,2561,2187
453,7059,3991,2599,5671,2736,1777
454,4836,1174,2116,5985,3725,917
455,3566,3756,5837,9036,2804,483
456,4143,4086,3916,5745,3046,1551
457,6129,1658,4177,9581,3436,267
458,4802,405,5348,6522,2967,1499
459,5738,1150,5467,8832,4129,2252
460,7953,976,3471,8033,3118,646
461,5634,3970,4730,5994,2580,1423
462,6410,3412,3167,7259,3135,1252
463,3087,542,4324,6074,2652,1947
464,4790,1610,2322,7294,2277,1655
465,3392,326,5288,9463,4007,1659
466,2981,1558,6143,8008,3703,1980
467,5901,705,2024,5658,2858,832
468,7382,1311,5106,8917,2583,1196
469,8626,3496,2289,9023,2858,1076
470,9033,2006,4871,7159,2790,1854
471,9535,2039,5201,8255,2560,945
472,8392,3723,2773,5436,2825,1440
473,2563,891,1520,8005,3089,697
474,7776,1135,6210,8567,3309,2432
475,8466,1913,2265,7867,2056,1000
476,8897,3510,2091,8725,2650,1583
477,7894,4852,5085,9279,2801,1615
478,3845,1642,4527,7954,3897,633
479,4976,3852,1657,9563,3487,1395
480,3908,692,2725,8141,2627,1467
481,9140,3071,1441,7120,2193,1968
482,9382,4227,2673,8012,4254,2170
483,5676,1526,1820,6393,3261,955
484,2273,2229,2426,8469,1977,693
485,9454,1014,4611,9533,3209,596
486,4820,752,3121,6838,3962,910
487,6974,655,3154,6905,2356,571
488,1279,969,4838,7323,3133,670
489,8988,4020,2006,7548,2962,410
490,7388,4726,2250,7930,3657,1447
491,2596,729,3028,8464,3365,919
492,2857,4565,4625,8826,3369,2184
493,7558,1506,6215,9399,3690,708
494,4147,3816,5967,5395,2542,999
495,2151,3017,6270,8714,2906,2219
496,6944,978,2757,8925,2786,993
497,3410,2243,4967,8601,3564,292
498,7945,4863,1807,5349,4203,583
499,1847,1058,4186,6755,2655,1427
500,7928,2278,5342,8224,3150,2084
501,9194,4447,2641,8573,2407,534
502,3968,2992,3344,6959,4142,361
503,4823,642,2129,6098,2710,1869
504,5098,3901,1867,8765,3293,655
505,5030,4007,1770,6206,3325,868
506,704,2143,2084,5933,2343,1846
507,8256,3239,5135,9507,3105,392
508,3786,4689,5841,6413,3177,2045
509,9161,420,1844,5938,3678,1318
510,3551,2989,5680,6867,3880,362
511,3881,4810,2621,9429,2665,1763
512,9645,3551,4931,7594,2403,1830
513,200,2851,4132,7790,2306,2403
514,4890,3709,2093,9584,2620,2248
515,9137,4263,3358,6249,2281,1555
516,6137,2938,5978,6723,2380,761
517,5727,4547,2173,8682,2120,320
518,8963,3125,3393,6243,3157,2157
519,3765,2104,6263,5420,2629,1312
520,3207,2996,5562,7675,3894,1768
521,8529,1377,4107,7713,2418,274
522,7010,3453,1757,6929,2709,1680
523,9597,4517,5016,6241,3929,2232
524,121,1822,5122,8627,2703,1884
525,6673,1889,3258,5605,2002,1023
526,1353,2307,4354,9051,2293,2015
527,6202,2532,5804,7670,3137,1103
528,8692,2914,1535,8191,3794,1650
529,9298,3448,4104,5321,2244,1131
530,3291,3810,5925,7507,2071,858
531,9993,4383,4666,7810,3579,336
532,8163,4916,3966,9359,2365,1338
533,1834,379,6138,8284,2578,863
534,6640,3698,4824,6507,3556,1792
535,3518,3909,5378,7419,2102,258
536,8878,3585,4053,7389,3755,1886
537,5146,333,5662,7497,3028,413
538,7346,1739,4240,9522,4297,1174
539,9122,3208,3219,5546,2072,1648
540,9900,3557,4111,7128,3473,1168
541,3305,1943,2492,8511,3540,345
542,5390,1082,4568,7520,4113,2058
543,4647,3749,5632,7253,3958,980
544,6382,1190,2937,9294,4183,1854
545,4950,917,3004,9162,3265,1544
546,1437,4491,3422,5587,2471,1679
547,3647,1397,3647,8399,2030,1166
548,487,922,4029,5935,3867,1905
549,5345,1851,4563,9327,3022,530
550,4022,4413,4925,6686,3478,1934
551,1321,2578,5498,8775,1984,246
552,2024,2774,6031,7739,3390,2432
553,7285,4568,1494,8651,3942,953
554,9001,1233,4813,5948,3594,2172
555,8739,1707,5024,6289,2733,2001
556,450,3666,4700,5502,3725,2137
557,8956,1227,1448,7604,2813,1432
558,3815,404,2854,8455,3360,2344
559,8716,2659,4323,7701,2841,1116
560,4360,2697,4672,5441,2568,2314
561,7838,1913,3058,5846,2046,876
562,9493,1225,2197,5543,3048,2422
563,3611,3611,4864,8997,2573,1754
564,773,589,2305,7474,3502,351
565,2038,4035,2032,8606,1968,471
566,8133,2654,5606,8911,3596,2053
567,9045,3175,2512,8953,4229,2178
568,7403,305,2037,6897,2123,512
569,2073,2491,2966,6243,2884,1532
570,8629,2794,5528,8878,3358,860
571,5377,4343,3693,8430,2878,577
572,8070,3268,3889,9512,2055,1640
573,215,1491,5683,7865,3768,1611
574,5819,2403,2348,5383,2690,915
575,8143,2373,2822,7763,3564,1791
576,8269,2481,4781,7765,3254,873
577,5796,4506,2342,7344,3389,1214
578,3504,530,1519,5471,2876,635
579,4342,2112,3774,5724,3615,427
580,2920,3495,3812,7758,2240,439
581,1899,2504,6250,8173,3644,1931
582,2791,2237,3028,5448,4176,366
583,9364,4278,2340,6829,1956,2056
584,6537,4146,4726,7118,4142,771
585,9809,571,1704,7829,2663,468
586,9876,3383,5150,9146,3882,482
587,6353,919,3769,6428,3711,2399
588,4178,4311,4290,9301,3847,858
589,5505,4732,1420,7343,3142,1822
590,4711,1670,3606,6480,4054,1168
591,8366,3759,6223,8573,4246,1205
592,6734,2723,3909,5913,2826,341
593,6107,3635,5458,6345,4024,308
594,3704,932,4383,9120,2586,1875
595,3380,1273,2606,9036,4132,1683
596,5262,4790,3518,7692,3464,2269
597,5718,486,3488,8537,2061,396
598,128,2588,6146,7225,2181,649
599,1534,4594,3596,6802,3763,841
600,3003,3439,5621,5437,4155,373
601,3352,2685,1645,6062,3888,1754
602,6548,425,3227,6145,2222,2043
603,9930,830,4610,7230,3242,1353
604,9069,527,3619,8914,2570,2268
605,7526,3981,3352,7448,2287,1405
606,9177,4637,5393,6063,3350,838
607,712,2458,5261,5738,3321,1270
608,4286,3590,1686,7245,2625,819
609,9384,3895,4498,8281,3501,2150
610,8909,3937,2034,7597,2583,1727
611,9838,1881,5426,7184,2924,362
612,4208,1227,5847,7735,2345,987
613,5836,3862,2785,5328,2137,1070
614,4363,3414,4874,6111,4239,1588
615,9220,4496,3838,7211,2149,1415
616,9694,2849,4750,7527,3641,2155
617,9214,367,6185,7103,2076,738
618,199,2747,2047,6937,3766,1460
619,7485,2749,2388,6500,2481,2373
620,2454,2328,5905,5947,2178,988
621,6008,455,1601,9392,2192,663
622,1708,708,3703,6119,4109,2170
623,5494,2742,5709,7459,2568,2109
624,9212,3157,4554,7935,3532,253
625,7819,4996,3800,7194,2878,1036
626,384,432,1540,5758,4147,2136
627,100,1813,1945,8406,2915,2028
628,4903,2102,1642,8657,2051,1862
629,5951,2813,5096,7066,4212,1425
630,3063,4130,5752,7749,4292,741
631,9478,1412,3573,5421,2018,872
632,2198,4285,4705,6730,3585,2253
633,5066,2327,5010,6086,3393,2116
634,2168,1464,6128,8031,3979,1044
635,6927,3557,5052,8423,2106,2384
636,5704,897,2996,7117,2359,2119
637,6609,1329,2342,7955,2551,870
638,7974,4104,4977,5444,2083,667
639,8517,4020,4529,8110,3464,1338
640,7920,4974,5611,6950,3753,683
641,1907,2676,3964,7557,3063,2395
642,3290,3521,1482,6554,3978,1033
643,2032,2209,3862,6641,3115,1991
644,4073,1786,3864,7859,2548,1467
645,366,421,3443,6823,2980,346
646,5482,1046,1570,7910,2529,1655
647,8906,1129,1823,9070,3860,1011
648,9657,2214,3857,7585,3437,1427
649,2518,3898,4272,5829,2072,1147
650,6934,4893,6111,8458,2697,476
651,7600,2432,1547,8593,2780,750
652,4865,1047,2928,6729,3298,2206
653,5741,722,3217,6432,3125,2042
654,8919,2229,3928,9198,3865,906
655,9260,3265,5245,7816,2448,369
656,4585,2581,2527,7779,3170,1520
657,6872,2168,5400,6848,4083,1875
658,8473,2719,3442,7832,2698,927
659,2383,312,2579,6446,2373,1822
660,4389,1095,4672,6642,3880,1479
661,6832,2195,2012,7258,4232,937
662,220,2511,2444,9273,3819,1566
663,8817,2087,5219,8436,1963,2353
664,322,1921,5135,6455,2746,1748
665,3776,1484,6089,8846,3846,628
666,4432,4896,3791,8284,4162,754
667,3732,931,4636,8758,3738,1654
668,9868,4376,3324,7488,3572,1357
669,9214,1103,2901,5881,3135,1637
670,7426,2443,1536,8592,2451,975
671,7657,2919,2161,8063,2582,1615
672,2644,2178,2244,7195,3963,1773
673,6532,4822,3329,6750,3826,1371
674,162,742,5013,7883,2754,1567
675,6590,3390,6008,8657,4094,2183
676,2123,3641,3547,7630,4294,1380
677,8442,2050,2162,8687,3829,620
678,8695,2733,1837,5933,2580,2060
679,2537,405,3344,6974,2377,2413
680,2952,1714,4380,5892,3048,528
681,227,1070,3696,9069,2393,806
682,1608,4631,3283,6222,4105,485
683,2608,4905,3834,7630,2743,854
684,7422,3015,1427,9068,3701,602
685,9399,3407,2210,6610,3177,2120
686,2122,2101,3310,9408,2056,1675
687,9451,2939,3626,8417,3365,1780
688,3352,428,3202,6951,2721,858
689,692,3094,3036,8779,3137,695
690,6657,1934,2599,9292,2857,1899
691,1124,2541,6011,8982,2186,817
692,3899,1538,2046,6612,2460,1147
693,4769,1625,5491,5718,3916,2332
694,2471,2843,2218,7853,4259,2382
695,9773,1807,3558,7450,3752,1989
696,7864,2894,4034,6499,2616,1535
697,216,4054,3293,9359,2079,1876
698,9033,4783,6140,7032,3230,1537
699,8035,2569,5937,9309,3585,643
700,924,813,1857,7810,2637,2375
701,7196,3442,4505,6490,3532,1424
702,6804,3577,4756,9378,4192,1957
703,5365,1713,3165,8637,3189,1880
704,8221,1416,3848,5504,2647,1803
705,3693,4182,1520,8589,3276,1952
706,5410,2800,2829,9528,4063,1415
707,9034,2763,2185,8148,3458,859
708,7474,1832,5746,9387,4229,429
709,8709,2816,6020,7607,2338,357
710,2376,1430,4130,7670,4220,1496
711,1963,1626,4522,8143,2464,2391
712,7586,2242,3216,9249,3364,1281
713,8299,4257,6176,7862,3067,1807
714,6753,3420,4054,7919,3347,1367
715,9082,1439,1543,9468,2685,1621
716,1990,3830,4209,6361,3325,297
717,1716,4775,3049,9123,4220,1286
