,x1,x2,x3,y1,y2,y3
207,5948,9359,4729,1081,4546,1897
208,8824,3050,6433,2979,5662,6196
209,7642,8630,5313,3964,2203,9685
210,2438,7001,2322,2361,338,74
211,741,3249,740,5391,4670,8609
212,8605,4268,179,5961,2470,8978
213,4240,708,9558,5617,3166,5331
214,7688,9016,5147,8837,8282,3696
215,5716,4755,2657,9600,5613,8580
216,1683,8398,5779,2317,6768,8008
217,6958,3793,2137,6446,6528,6364
218,166,435,1969,1229,9221,5105
219,5044,1199,7580,3407,4967,5518
220,3589,4823,5392,7198,9167,7339
221,1228,7388,2583,7279,1493,3768
222,1155,7834,9854,1665,3424,185
223,7279,5075,7727,5210,2766,1677
224,6463,294,4052,4984,8093,9577
225,7770,3870,9269,3797,5394,8833
226,1507,8386,7214,1147,2738,5631
227,1346,1366,2483,9543,7076,8677
228,2200,2171,2131,5223,90,8943
229,3186,8348,8022,1538,2314,1874
230,5185,2296,5956,3578,8247,1317
231,8212,1008,3782,4821,6782,5290
232,209,2705,2234,2327,1417,4927
233,1194,8295,9821,2157,908,5027
234,92,1842,9640,1098,1881,2793
235,9442,4815,9221,1717,3912,7534
236,3334,8744,8528,663,9434,5012
237,7999,8990,9994,6244,3795,7753
238,256,8036,6771,6386,9528,9739
239,5401,5472,1678,5071,4152,6150
240,8600,6187,5736,1382,9804,1910
241,7097,4249,3410,6111,3219,5466
242,1566,7462,2994,5289,4594,7392
243,4200,3340,8505,8182,7616,6287
244,9505,6338,5242,374,834,6181
245,2074,6217,2969,6539,6664,949
246,2505,5348,2258,1176,5750,1206
247,4621,5550,5552,8872,5780,1259
248,1902,5043,2988,595,1487,102
249,4281,6835,987,8716,2669,3212
250,6565,3967,3250,4045,6098,5344
251,4043,5937,4683,5667,3533,2802
252,7464,9739,8963,9594,5104,76
253,1967,3124,6645,4091,3716,2321
254,7950,3879,4357,9108,4690,3217
255,2431,8857,9484,8343,3645,9436
256,4739,5001,5193,6439,1589,2393
257,2464,8948,3735,9515,6332,311
258,6090,5914,5946,7366,6490,302
259,1340,1965,1179,3705,2678,4730
260,8609,5775,3400,1726,514,3575
261,7549,2414,7340,2523,9232,8005
262,1227,6230,107,7660,4353,9810
263,3259,5340,5047,8624,8983,3397
264,3963,831,3877,8914,8391,8455
265,3505,7709,4174,2442,470,7161
266,1189,8477,5621,971,9731,2470
267,7112,7256,1759,4050,9732,112
268,6993,1780,4691,4915,1982,2539
269,1828,8502,3442,5480,5675,6685
270,8320,8364,9300,4159,6794,1244
271,4836,2913,6176,8087,3455,5946
272,7190,3902,3882,4972,7832,7422
273,2793,5941,280,9339,3913,3310
274,816,9872,6082,2655,811,7935
275,513,2951,4830,3140,4384,2846
276,6161,4094,9479,4330,4364,3410
277,4990,9516,6468,512,2680,4367
278,271,448,4470,44,7527,5013
279,2584,5411,3361,2882,2838,2629
280,7982,1001,4889,4021,3721,5346
281,8443,5899,2623,1566,140,8520
282,3643,8150,6472,8858,493,823
283,5239,340,1402,491,7300,885
284,7125,4082,852,2298,2598,6589
285,877,9736,3005,7163,4451,1513
286,7336,7714,8034,6346,6232,5445
287,9223,8034,1395,4864,2110,7157
288,7356,3576,4894,1264,9209,4125
289,7321,4563,9878,3335,1302,3704
290,2971,8154,6950,1401,7628,2700
291,7479,9734,7931,8062,7759,9450
292,111,2669,1055,3939,9988,129
293,1886,1261,3968,2303,3073,2462
294,1628,1011,7156,9445,1212,5855
295,9830,7207,9936,6871,1774,7698
296,1261,2675,9923,8460,1930,948
297,8965,3501,6345,493,506,1254
298,363,2206,9372,6802,396,3378
299,4441,9732,1649,3898,3507,132
300,8055,7141,6077,4254,2998,9785
301,6348,7544,5200,4699,2128,7394
302,5132,7672,927,1605,8508,8737
303,3878,7340,8830,6430,251,9372
304,796,8319,6217,5196,3279,3531
305,1783,8026,6177,9907,7209,9415
306,6431,1687,9340,3660,4565,3013
307,9792,4869,4981,9374,5824,604
308,7380,8553,6235,8778,6067,3935
309,9928,7993,8394,9949,2097,3016
310,6774,3708,7880,2367,2342,3078
311,7778,56,7645,2087,2313,9410
312,5443,5183,5310,6560,3467,4117
313,9317,5903,3705,53,8648,1926
314,3343,9843,751,820,7201,8600
315,5882,9052,4871,1100,9048,2557
316,5831,5157,5028,8255,1478,443
317,4685,1026,718,9819,5097,3140
318,1898,6546,27,9966,4622,8761
319,8251,6365,8584,6418,6853,5676
320,6270,1373,3578,8009,3771,7964
321,904,2742,3708,4812,1118,4530
322,4574,2936,6585,8126,8344,2746
323,5770,2689,404,3123,3487,3622
324,6073,1919,4074,8145,5595,4542
325,967,3276,9874,3104,4768,4181
326,4187,758,2227,1611,6725,4224
327,14,9380,8679,3468,360,4428
328,6129,5203,2740,6307,6075,81
329,541,8429,9437,9882,3423,102
330,5820,9596,8159,5114,9403,3347
331,6669,2946,4619,785,2685,3847
332,6657,6152,6212,1852,3833,6517
333,6565,3798,1783,3273,3239,1963
334,3042,7845,6213,8974,329,6791
335,9567,9357,8803,1924,7697,2310
336,3625,9656,1718,8471,2584,8444
337,3963,9125,7916,7111,6535,345
338,9805,5138,9777,3878,3531,6770
339,7173,7776,9149,1664,6667,4894
340,5994,1265,1550,4372,42,7597
341,9324,3577,4006,9743,677,8179
342,304,2982,6957,5702,8553,495
343,1803,3590,7064,7088,9796,7335
344,7153,6239,7633,7446,5090,3128
345,1355,9248,596,4244,2836,2856
346,6056,610,439,9339,6335,6349
347,81,2559,9351,4910,6651,9887
348,4790,603,5523,3207,8825,5251
349,3227,6383,2780,2623,3130,2342
350,5038,3478,108,8697,4934,5114
351,5146,269,2887,8958,74,6729
352,4571,5265,1376,8031,4863,3302
353,2343,1201,1725,519,632,8706
354,9408,9854,1302,815,9985,3237
355,1685,7400,5667,1951,2789,1610
356,5685,920,9516,8107,654,505
357,368,9210,8970,3228,998,5959
358,4694,5124,3819,6223,4820,5403
359,6912,4177,9380,1589,5010,6539
360,8186,5309,970,1664,3227,564
361,8528,2332,3431,7894,2290,3864
362,5101,7532,6764,1559,1373,4079
363,7212,910,1230,7593,6782,8671
364,5573,8945,5251,28,393,3820
365,5328,5684,216,3231,7923,5730
366,4981,4747,8256,3557,2249,4216
367,2363,3470,7693,2639,6505,78
368,7818,4797,589,6800,4769,8685
369,5375,5107,6516,9331,2320,4886
370,2199,763,1884,860,8292,6559
371,5877,5879,887,9013,5521,9655
372,1356,6458,7867,969,233,7955
373,3373,3299,9932,7859,44,8770
374,2170,3245,2826,516,9610,5155
375,3551,6658,5415,6097,2911,8334
376,5975,9048,8998,3419,8275,4055
377,4615,9803,7596,2562,3530,4273
378,6992,8447,5532,9957,932,8206
379,4534,7495,8971,4218,1324,4265
380,1269,4880,9231,8193,5412,5730
381,3471,1799,8793,5124,1349,1126
382,7008,1948,4723,6724,7971,8618
383,4878,8064,9330,363,6825,7662
384,9163,6951,4420,4752,7653,747
385,3763,6189,8533,565,1946,4269
386,4178,8838,712,5957,7776,107
387,755,1628,7660,938,4510,4083
388,5485,4151,7194,8722,2480,3135
389,8031,4095,7121,9303,6310,1290
390,4749,1398,1826,703,6661,2886
391,4734,5197,682,7937,1770,7522
392,2738,6556,7463,2156,4724,8171
393,4551,2983,6258,4456,41,4191
394,7333,1948,697,7296,1312,2865
395,7148,4484,4600,1704,5133,3532
396,5753,4467,5040,4410,2198,525
397,6128,658,6568,8096,9840,5790
398,6584,2498,9510,8984,5006,137
399,2259,8604,420,6495,973,2350
400,3921,7320,2815,7411,747,969
401,8184,2513,5067,1936,8679,6014
402,4953,5872,2881,7556,4059,2965
403,5104,2495,3097,6128,298,6871
404,9540,6095,8003,4332,5145,3669
405,5796,3503,4641,5675,861,6182
406,229,1080,5995,356,7234,5350
407,2404,7523,92,8690,2300,4971
408,6661,903,7428,2728,7269,6556
409,301,6401,2782,847,1153,3329
410,6241,1909,6174,7558,2118,4794
411,9503,4715,8209,1930,6875,9293
412,9921,5352,1783,7601,6101,6256
413,5709,1561,3846,77,3628,9168
414,9020,3350,7653,7666,6655,6509
415,1549,8838,1661,6742,2864,2043
416,3847,69,5322,8097,6091,4572
417,1297,1763,7319,5246,1053,2674
418,8143,7014,1158,1603,5540,8908
419,2638,6116,7648,5599,7430,6236
420,4585,3227,7453,1000,2472,106
421,6832,4474,5559,2433,8460,8372
422,612,965,7963,6642,8925,5009
423,9287,1027,2274,9639,2629,1887
424,7429,2384,5248,4374,3962,9319
425,2051,702,6319,5231,2337,8424
426,3774,8578,3930,265,5680,1025
427,164,7195,5311,6000,2997,9879
428,6816,3714,2308,260,9571,5237
429,8357,6571,5354,2182,9216,8887
430,3332,671,1242,653,7685,4301
431,4811,428,4335,2804,8236,9991
432,712,8756,675,8979,3,7847
433,3341,1601,4991,765,1796,2011
434,4228,9447,3719,6549,4923,982
435,8368,9728,3765,3643,4207,5715
436,7659,4166,7258,494,5401,4453
437,890,5198,9741,1138,2610,8324
438,5025,3188,1714,3812,76,3090
439,69,6448,331,6567,6773,3318
440,871,1573,5598,8740,3528,961
441,1033,3012,3069,3464,7630,83
442,9746,3844,7433,8240,1796,4397
443,2124,6450,9267,9388,4816,3175
444,4671,7652,6483,3391,1398,2468
445,925,5052,6370,5210,459,1538
446,7574,5018,3723,2681,1450,2259
447,5333,1672,8505,8534,5551,5332
448,9691,9912,3463,1417,7165,6870
449,4336,678,5060,687,745,426
450,861,3136,5178,9208,7781,6696
451,4802,9652,702,5830,9147,8544
452,937,2742,2568,8548,8902,8874
453,8989,7415,7035,2902,4876,4612
454,2323,6052,8239,9328,6300,9271
455,6768,2452,7752,6143,941,9839
456,2723,4472,9121,4308,1448,4511
457,3296,1904,1129,6514,8896,5240
458,7470,2232,8055,870,3542,7831
459,5532,8046,1060,4974,7972,4713
460,7364,3229,7932,300,9860,3980
461,9687,1771,8325,9886,317,6573
462,8195,1094,9776,9421,1682,2128
463,5017,7785,9732,3773,2417,1184
464,7988,98,1896,9535,7817,7300
465,6252,8362,5431,4378,3950,72
466,3817,9152,5470,8959,4038,9767
467,1988,1288,371,5016,3289,4083
468,5428,9913,9516,7074,2923,7889
469,4336,6710,9600,9273,5264,337
470,4458,9877,1452,4506,129,6268
471,2472,387,1223,2948,8974,885
472,7500,8049,657,1215,7561,8220
473,4999,4651,2693,7145,3818,8592
474,1981,7718,4615,2875,1946,1613
475,4147,178,1437,9211,2498,3693
476,9267,2440,2737,4591,1175,783
477,8512,1878,4661,392,3109,7879
478,2453,2599,6533,9955,252,8975
479,4840,6160,7641,8847,6027,4855
480,7429,565,3894,9694,836,9435
481,3453,9987,2237,2558,6680,6173
482,3650,1093,5157,9241,7510,6131
483,7744,1317,8044,6570,2962,6432
484,8699,9843,5101,179,8977,7965
485,3200,8652,161,4570,4647,8525
486,9281,1175,6277,1427,11,8499
487,5086,2772,4,7177,7131,1619
488,7749,6507,7518,3108,4667,4740
489,2247,7235,1720,6588,5796,5380
490,3059,2883,5631,584,3083,5312
491,7548,5498,8198,7465,8629,3522
492,390,8425,1611,8531,2493,6464
493,6780,8490,5662,2749,4917,4634
494,660,8033,9462,8796,3227,7737
495,7481,3869,3032,8659,962,6742
496,3363,8798,5870,2019,9759,3868
497,392,8141,7518,3749,4263,8285
498,6360,9638,3989,782,4206,9897
499,3562,4155,9290,2610,4370,8498
500,9306,3002,4811,2907,7438,4962
501,2542,6402,5601,839,3363,6703
502,6491,9703,8850,5389,9589,9128
503,6001,4024,6810,8509,999,7269
504,7783,7896,6736,5384,5955,1301
505,8670,289,3476,6125,3053,3607
506,87,2541,6374,6717,6819,8766
507,9143,1063,5085,8881,4515,9922
508,146,6709,8334,4114,3872,1558
509,4323,7790,944,1191,1184,9457
510,1861,2470,4676,2070,2198,2371
511,9249,4326,9890,9444,6075,5025
512,9832,2660,6743,6406,3722,6263
513,4418,6846,4332,4230,4293,20
514,2983,8182,2808,8846,8204,9048
515,5479,8759,2345,516,8696,7870
516,1155,1992,3887,5235,722,9337
517,3677,4687,3513,6663,8782,9988
518,1340,2416,9217,7884,935,3207
519,1908,6855,4929,324,3142,8560
520,62,5436,209,8666,8698,4063
521,7372,7145,9153,4386,1306,4789
522,4785,5749,5673,947,2751,3372
523,5752,7979,6627,7911,5270,8085
524,7515,4516,8092,2692,3034,7037
525,517,4490,5061,6818,2994,3096
526,1802,5960,8094,8342,1489,591
527,2004,7718,3675,9293,3219,3563
528,332,4474,7967,5143,2325,8810
529,5200,5538,9072,3406,9098,7218
530,2795,8808,1325,7917,8811,6402
531,5377,2971,479,4011,854,8048
532,9986,9723,9149,8787,3549,7743
533,7164,6834,7360,616,7818,9241
534,6213,2843,3893,3180,3230,3970
535,9423,2576,3490,673,766,6886
536,198,7671,9715,7739,4470,7048
537,6143,2975,9247,6570,7177,3694
538,3542,5170,4469,2652,3249,7642
539,6814,4680,1563,9696,3471,5247
540,6281,3112,7448,3918,8233,858
541,8991,1450,2897,1405,2879,3916
542,5960,5735,9510,6588,8865,6986
543,754,8960,6121,2961,5672,422
544,5627,7428,3556,4612,4620,1135
545,3583,6963,2817,4663,7792,8904
546,1724,3394,483,8121,7510,3666
547,8856,2980,9122,9095,5155,359
548,4554,8857,1758,9734,2993,2970
549,5573,5871,6183,2255,3146,6067
550,29,1424,3109,648,5792,7340
551,2845,8375,6263,6827,1440,6643
552,4933,2625,3986,2117,6113,5329
553,3496,8703,7335,5559,7933,1640
554,5118,9464,4225,3501,7525,1386
555,4784,7729,7591,1413,1788,1010
556,7208,4318,4844,4782,2209,9090
557,4845,1200,3747,5419,7371,8619
558,3837,9192,7632,3803,1642,1577
559,5696,1069,2942,7549,6041,8020
560,6094,5512,502,8917,3593,810
561,5027,1199,8905,1336,1781,6725
562,304,2568,249,4182,9303,20
563,3580,4454,1367,2410,7958,9973
564,7308,4164,5022,9426,7494,3824
565,2524,2722,5224,2810,9900,2100
566,3046,8659,4404,2478,9449,3422
567,8325,6009,491,785,1078,2006
568,707,5525,9145,4505,7980,8942
569,9232,3426,6425,3417,2409,7772
570,7486,8845,4211,3373,6538,9181
571,4470,9952,7854,7304,9514,8815
572,401,5299,6952,1899,9846,9298
573,7203,2220,1538,355,7609,7272
574,8746,8503,7126,1712,9821,5517
575,2256,5021,6396,9459,54,7639
576,7872,7516,9294,1698,9097,2095
577,3703,4950,7645,271,4531,8678
578,2231,5299,2954,9769,8873,6900
579,923,3742,9746,639,6411,2348
580,7103,4322,4839,4884,4487,7174
581,3269,1475,4936,1240,5813,3451
582,6807,5674,4871,8756,680,3733
583,6869,5209,6625,5724,8187,869
584,4247,9699,7955,3151,3592,524
585,9920,5835,5435,2599,9386,8129
586,1059,8402,8117,8060,1704,214
587,4890,1406,6001,2604,2726,1498
588,709,3765,456,5214,4120,8537
589,6490,3313,9921,4595,354,5575
590,7745,6937,5191,9548,3903,9462
591,1126,9720,1562,4006,4997,8957
592,5888,3085,2833,14,1804,2411
593,5377,409,2929,6812,9080,5337
594,7133,9625,5888,2682,8559,6817
595,8127,7998,996,4745,8805,6837
596,6351,5861,9020,1490,9148,1369
597,2137,4196,8397,6485,1111,5933
598,4857,4304,3105,3406,9858,8616
599,8441,1471,8255,3685,7143,5051
600,5731,1390,4327,3504,1946,1361
601,3313,5904,7670,1105,7915,8200
602,9458,6441,8743,8046,2598,9842
603,9830,9669,3927,4029,3323,3836
604,3400,9946,1446,1952,4837,9467
605,2994,6454,8808,9865,1811,424
606,4355,5811,617,3688,4706,5124
607,4534,2009,2240,9472,4466,442
608,9043,6472,5804,2630,6569,9830
609,5780,3107,3045,8799,366,5936
610,7033,8709,1445,3645,469,5822
611,3535,1047,4941,7866,7509,8597
612,8774,4441,7372,7062,2301,8898
613,7792,7980,9028,6366,9226,567
614,4953,5755,9016,4281,6421,4022
615,4079,1492,9599,3576,4119,5606
616,570,3740,4591,8436,7398,1145
617,957,6603,9682,8968,9502,426
618,1314,121,9469,7757,5680,1411
619,737,5081,5446,2452,472,3695
620,7125,59,3045,1421,9901,5861
621,2896,6566,8311,4505,1710,8373
622,3925,9083,8584,9240,6933,6408
623,805,5770,5318,5402,5589,3156
624,7626,5649,1854,5747,3098,4219
625,8913,5010,8233,7485,4594,5862
626,426,1447,3277,1223,8560,9497
627,8230,5479,6028,9114,7998,3451
628,1459,4730,3594,6570,9962,6171
629,631,811,1804,7112,1185,1879
630,9502,2081,6595,1200,1012,5775
631,2859,1317,8321,5017,9267,6439
632,7992,4734,1296,27,5905,942
633,7842,4343,2919,4168,9877,1497
634,8715,564,8035,1281,6215,2791
635,9242,9308,3566,2046,5738,9678
636,5646,4078,3514,6141,2575,7304
637,9009,4170,2610,2565,8081,9668
638,2921,3331,2593,5818,1351,5078
639,669,7836,4869,8160,5338,5855
640,6476,2763,5315,5452,6733,3541
641,1674,2811,2084,8839,8703,5404
642,4785,3290,5734,1563,1062,3667
643,2126,6384,7930,6273,167,9098
644,3903,1540,1158,2898,7933,9491
645,716,577,7798,5415,109,5290
646,5650,4487,8144,4919,5414,3621
647,136,7726,1536,8076,6789,9927
648,9767,4989,4905,3903,1699,1017
649,5533,5093,7958,6195,9625,4497
650,4363,8353,9691,6251,5852,3835
651,986,9877,8661,2766,7429,1585
652,1999,9753,8898,616,6956,229
653,1506,5325,1553,5178,3590,3042
654,7904,7177,2359,9537,2528,7939
655,4587,2204,1745,8280,3907,9160
656,7910,8238,1685,9921,8840,4570
657,793,194,8804,9535,6563,6365
658,914,3968,6916,700,647,1726
659,4820,3095,5197,6807,9277,907
660,2767,6330,3114,5702,7926,4980
661,9675,2395,7892,4725,212,2383
662,7690,5613,3236,9947,7737,2420
663,8366,6990,6671,3569,5262,6715
664,903,364,743,1076,2845,8350
665,8287,1289,4716,6201,4537,3939
666,8998,9899,3175,5478,2265,4358
667,1935,5347,5516,5792,1267,3004
668,6593,1891,8186,8769,8825,8250
669,9873,6016,8837,3429,5636,735
670,3243,2773,7601,814,272,2278
671,2282,5238,9820,4280,1212,7662
672,3256,2942,674,8156,3545,1294
673,6536,7763,2415,1720,9451,3216
674,9735,7807,1501,7993,4642,384
675,1919,8731,5172,1185,1788,1839
676,3168,4744,808,7362,1638,6812
677,9774,4760,650,2206,2206,600
678,8842,1446,1465,5836,6333,7833
679,5734,4201,8681,9397,3939,5039
680,7163,8674,8648,1549,8478,6413
681,9265,8439,3714,2706,9969,2488
682,2488,6906,9214,4932,6615,9008
683,8917,7394,4053,805,7917,3075
684,3835,8983,1583,5972,6394,2067
685,4097,5788,2097,727,8068,7933
686,8204,2673,5849,6301,1487,8971
687,4350,7462,6371,7271,4539,8438
688,2324,637,5451,5426,8851,9010
689,991,2318,5521,2488,105,1006
690,3134,4451,3678,7390,2627,204
691,1746,778,4460,8981,9539,1077
692,9664,1397,2592,7265,6341,5273
693,5099,2872,649,8749,6966,5851
694,7719,7324,5164,1997,6777,7662
695,289,9665,4080,4818,5837,5649
696,4214,4428,5341,9780,1473,4829
697,9125,722,5274,5893,2146,4322
698,9892,1621,4998,8507,7780,4558
699,5147,96,2011,563,1254,7188
700,5373,4896,948,294,2700,3408
701,8325,4339,1938,8685,4634,2999
702,9985,3937,5860,7594,2409,1108
703,2148,7518,2539,728,4890,9429
704,8621,9687,8499,4752,1536,8069
705,7884,3355,9292,5915,2845,4422
706,6631,4622,8956,5372,8153,8795
707,1599,7814,6995,3439,7192,5638
708,4315,5666,3136,5601,5616,1312
709,3548,6532,1621,5515,5300,142
710,3689,5563,302,2948,2497,9461
711,6360,8464,3585,1768,8904,6078
712,2590,4000,4560,9932,8295,7639
713,1781,7652,3398,6834,2241,4588
714,3458,3891,3766,3957,3770,1683
715,3242,1799,6373,172,9970,5025
716,6360,6780,5171,5513,1620,8451
717,29,3111,9465,2860,8034,2062
718,6690,2894,9588,4591,1823,65
719,6508,6468,8831,5487,5249,9749
