index,x1,x2,x3,x4,y1,y2,y3,y4
95,2590,7775,7407,4479,7012,7336,7838,8701
96,3138,1409,1112,3878,5488,4826,1528,9318
97,1322,3953,3116,1135,3526,4471,2964,6896
98,8076,8072,4379,8753,2743,4705,4453,6744
99,9622,5631,2563,7435,3367,7079,8805,4546
100,9846,572,3749,902,2310,6183,6233,5840
101,6515,9482,7301,3097,9823,3459,8020,3972
102,3662,1292,8590,2533,2130,9371,1712,5803
103,8059,2490,1170,4058,6614,184,4208,5347
104,2828,6242,2287,5132,7138,5218,5472,2350
105,2823,2599,4148,9233,8088,4868,1883,7803
106,5534,646,5498,4040,6928,6991,9636,6325
107,5480,6408,762,9140,3998,4792,626,8588
108,5838,3384,2556,4601,5306,6759,7763,3309
109,166,1416,1822,9295,524,7229,8296,700
110,6274,449,8147,3468,6518,3088,132,214
111,3357,1615,2928,9026,4941,1292,9498,1384
112,9051,4846,5539,3071,657,2594,3106,7341
113,1511,9001,1131,596,4851,1441,5016,325
114,5536,8855,7233,7910,80,8276,6928,5131
115,5621,9834,9041,1732,1361,5441,9346,364
116,4563,2387,8890,3479,7952,9104,3400,4410
117,2875,2318,6035,79,8143,5909,5704,7414
118,3164,6189,7952,1624,6092,1614,8703,7582
119,5728,7813,5042,2392,7889,7210,9691,1777
120,9411,7088,2322,1345,237,2128,6219,1187
121,6823,3063,5782,7971,8566,2475,9600,612
122,6906,3996,2353,5504,1675,9490,6916,7782
123,5727,1660,7327,5324,3550,7485,6836,6389
124,244,2582,3216,2801,6411,1682,3048,798
125,7364,4561,2275,8638,9317,1656,2423,1782
126,6438,1308,5719,1632,3385,6942,2016,5539
127,8379,6016,3967,4050,5597,7825,5692,1005
128,5128,3797,4844,3294,1065,8405,9326,4200
129,8773,8687,7117,9080,4081,2597,166,8927
130,374,9711,7460,6065,5682,3258,4362,6195
131,9393,8178,2548,5157,7455,5747,7316,36
132,4879,6174,61,7506,6980,1058,4532,3959
133,1436,3301,8249,6422,3819,7499,2590,958
134,9787,5913,4211,6593,3941,770,4355,1859
135,3835,5581,3743,1576,5710,2994,1307,1165
136,3314,961,3493,3947,6433,9727,7453,2781
137,1230,6704,9526,9927,4746,3600,6931,1182
138,3005,2515,6787,2084,3348,3985,3608,7821
139,4452,7022,9923,6933,2989,2087,7211,7115
140,363,4649,1904,1460,6948,543,1800,7129
141,240,7316,2894,6120,5945,6118,7624,61
142,8217,3437,7464,368,4213,4113,6363,9007
143,7393,2655,1877,3864,3728,4269,5240,1592
144,6446,7139,3800,433,5510,8570,4328,882
145,1821,2117,5885,371,7074,7652,9777,5220
146,8154,1636,130,4296,9317,2638,7789,3251
147,1436,4193,1580,3860,6499,1326,8293,4433
148,4986,7084,6721,373,3169,1507,6425,9219
149,6654,3528,2252,244,375,4162,2513,6515
150,6000,6342,8994,5251,4472,3984,4936,2029
151,6942,1444,2786,946,849,320,7641,9659
152,5371,4670,3179,7442,2094,5089,9791,3095
153,7783,1357,760,4497,3388,1341,5786,5263
154,878,7998,82,2247,4595,4275,3671,6326
155,9995,9631,5948,9359,4729,1081,4546,1897
156,8824,3050,6433,2979,5662,6196,7642,8630
157,5313,3964,2203,9685,2438,7001,2322,2361
158,338,74,741,3249,740,5391,4670,8609
159,8605,4268,179,5961,2470,8978,4240,708
160,9558,5617,3166,5331,7688,9016,5147,8837
161,8282,3696,5716,4755,2657,9600,5613,8580
162,1683,8398,5779,2317,6768,8008,6958,3793
163,2137,6446,6528,6364,166,435,1969,1229
164,9221,5105,5044,1199,7580,3407,4967,5518
165,3589,4823,5392,7198,9167,7339,1228,7388
166,2583,7279,1493,3768,1155,7834,9854,1665
167,3424,185,7279,5075,7727,5210,2766,1677
168,6463,294,4052,4984,8093,9577,7770,3870
169,9269,3797,5394,8833,1507,8386,7214,1147
170,2738,5631,1346,1366,2483,9543,7076,8677
171,2200,2171,2131,5223,90,8943,3186,8348
172,8022,1538,2314,1874,5185,2296,5956,3578
173,8247,1317,8212,1008,3782,4821,6782,5290
174,209,2705,2234,2327,1417,4927,1194,8295
175,9821,2157,908,5027,92,1842,9640,1098
176,1881,2793,9442,4815,9221,1717,3912,7534
177,3334,8744,8528,663,9434,5012,7999,8990
178,9994,6244,3795,7753,256,8036,6771,6386
179,9528,9739,5401,5472,1678,5071,4152,6150
180,8600,6187,5736,1382,9804,1910,7097,4249
181,3410,6111,3219,5466,1566,7462,2994,5289
182,4594,7392,4200,3340,8505,8182,7616,6287
183,9505,6338,5242,374,834,6181,2074,6217
184,2969,6539,6664,949,2505,5348,2258,1176
185,5750,1206,4621,5550,5552,8872,5780,1259
186,1902,5043,2988,595,1487,102,4281,6835
187,987,8716,2669,3212,6565,3967,3250,4045
188,6098,5344,4043,5937,4683,5667,3533,2802
189,7464,9739,8963,9594,5104,76,1967,3124
190,6645,4091,3716,2321,7950,3879,4357,9108
191,4690,3217,2431,8857,9484,8343,3645,9436
192,4739,5001,5193,6439,1589,2393,2464,8948
193,3735,9515,6332,311,6090,5914,5946,7366
194,6490,302,1340,1965,1179,3705,2678,4730
195,8609,5775,3400,1726,514,3575,7549,2414
196,7340,2523,9232,8005,1227,6230,107,7660
197,4353,9810,3259,5340,5047,8624,8983,3397
198,3963,831,3877,8914,8391,8455,3505,7709
199,4174,2442,470,7161,1189,8477,5621,971
200,9731,2470,7112,7256,1759,4050,9732,112
201,6993,1780,4691,4915,1982,2539,1828,8502
202,3442,5480,5675,6685,8320,8364,9300,4159
203,6794,1244,4836,2913,6176,8087,3455,5946
204,7190,3902,3882,4972,7832,7422,2793,5941
205,280,9339,3913,3310,816,9872,6082,2655
206,811,7935,513,2951,4830,3140,4384,2846
207,6161,4094,9479,4330,4364,3410,4990,9516
208,6468,512,2680,4367,271,448,4470,44
209,7527,5013,2584,5411,3361,2882,2838,2629
210,7982,1001,4889,4021,3721,5346,8443,5899
211,2623,1566,140,8520,3643,8150,6472,8858
212,493,823,5239,340,1402,491,7300,885
213,7125,4082,852,2298,2598,6589,877,9736
214,3005,7163,4451,1513,7336,7714,8034,6346
215,6232,5445,9223,8034,1395,4864,2110,7157
216,7356,3576,4894,1264,9209,4125,7321,4563
217,9878,3335,1302,3704,2971,8154,6950,1401
218,7628,2700,7479,9734,7931,8062,7759,9450
219,111,2669,1055,3939,9988,129,1886,1261
220,3968,2303,3073,2462,1628,1011,7156,9445
221,1212,5855,9830,7207,9936,6871,1774,7698
222,1261,2675,9923,8460,1930,948,8965,3501
223,6345,493,506,1254,363,2206,9372,6802
224,396,3378,4441,9732,1649,3898,3507,132
225,8055,7141,6077,4254,2998,9785,6348,7544
226,5200,4699,2128,7394,5132,7672,927,1605
227,8508,8737,3878,7340,8830,6430,251,9372
228,796,8319,6217,5196,3279,3531,1783,8026
229,6177,9907,7209,9415,6431,1687,9340,3660
230,4565,3013,9792,4869,4981,9374,5824,604
231,7380,8553,6235,8778,6067,3935,9928,7993
232,8394,9949,2097,3016,6774,3708,7880,2367
233,2342,3078,7778,56,7645,2087,2313,9410
234,5443,5183,5310,6560,3467,4117,9317,5903
235,3705,53,8648,1926,3343,9843,751,820
236,7201,8600,5882,9052,4871,1100,9048,2557
237,5831,5157,5028,8255,1478,443,4685,1026
238,718,9819,5097,3140,1898,6546,27,9966
239,4622,8761,8251,6365,8584,6418,6853,5676
240,6270,1373,3578,8009,3771,7964,904,2742
241,3708,4812,1118,4530,4574,2936,6585,8126
242,8344,2746,5770,2689,404,3123,3487,3622
243,6073,1919,4074,8145,5595,4542,967,3276
244,9874,3104,4768,4181,4187,758,2227,1611
245,6725,4224,14,9380,8679,3468,360,4428
246,6129,5203,2740,6307,6075,81,541,8429
247,9437,9882,3423,102,5820,9596,8159,5114
248,9403,3347,6669,2946,4619,785,2685,3847
249,6657,6152,6212,1852,3833,6517,6565,3798
250,1783,3273,3239,1963,3042,7845,6213,8974
251,329,6791,9567,9357,8803,1924,7697,2310
252,3625,9656,1718,8471,2584,8444,3963,9125
253,7916,7111,6535,345,9805,5138,9777,3878
254,3531,6770,7173,7776,9149,1664,6667,4894
255,5994,1265,1550,4372,42,7597,9324,3577
256,4006,9743,677,8179,304,2982,6957,5702
257,8553,495,1803,3590,7064,7088,9796,7335
258,7153,6239,7633,7446,5090,3128,1355,9248
259,596,4244,2836,2856,6056,610,439,9339
260,6335,6349,81,2559,9351,4910,6651,9887
261,4790,603,5523,3207,8825,5251,3227,6383
262,2780,2623,3130,2342,5038,3478,108,8697
263,4934,5114,5146,269,2887,8958,74,6729
264,4571,5265,1376,8031,4863,3302,2343,1201
265,1725,519,632,8706,9408,9854,1302,815
266,9985,3237,1685,7400,5667,1951,2789,1610
267,5685,920,9516,8107,654,505,368,9210
268,8970,3228,998,5959,4694,5124,3819,6223
269,4820,5403,6912,4177,9380,1589,5010,6539
270,8186,5309,970,1664,3227,564,8528,2332
271,3431,7894,2290,3864,5101,7532,6764,1559
272,1373,4079,7212,910,1230,7593,6782,8671
273,5573,8945,5251,28,393,3820,5328,5684
274,216,3231,7923,5730,4981,4747,8256,3557
275,2249,4216,2363,3470,7693,2639,6505,78
276,7818,4797,589,6800,4769,8685,5375,5107
277,6516,9331,2320,4886,2199,763,1884,860
278,8292,6559,5877,5879,887,9013,5521,9655
279,1356,6458,7867,969,233,7955,3373,3299
280,9932,7859,44,8770,2170,3245,2826,516
281,9610,5155,3551,6658,5415,6097,2911,8334
282,5975,9048,8998,3419,8275,4055,4615,9803
283,7596,2562,3530,4273,6992,8447,5532,9957
284,932,8206,4534,7495,8971,4218,1324,4265
285,1269,4880,9231,8193,5412,5730,3471,1799
286,8793,5124,1349,1126,7008,1948,4723,6724
287,7971,8618,4878,8064,9330,363,6825,7662
288,9163,6951,4420,4752,7653,747,3763,6189
289,8533,565,1946,4269,4178,8838,712,5957
290,7776,107,755,1628,7660,938,4510,4083
291,5485,4151,7194,8722,2480,3135,8031,4095
292,7121,9303,6310,1290,4749,1398,1826,703
293,6661,2886,4734,5197,682,7937,1770,7522
294,2738,6556,7463,2156,4724,8171,4551,2983
295,6258,4456,41,4191,7333,1948,697,7296
296,1312,2865,7148,4484,4600,1704,5133,3532
297,5753,4467,5040,4410,2198,525,6128,658
298,6568,8096,9840,5790,6584,2498,9510,8984
299,5006,137,2259,8604,420,6495,973,2350
300,3921,7320,2815,7411,747,969,8184,2513
301,5067,1936,8679,6014,4953,5872,2881,7556
302,4059,2965,5104,2495,3097,6128,298,6871
303,9540,6095,8003,4332,5145,3669,5796,3503
304,4641,5675,861,6182,229,1080,5995,356
305,7234,5350,2404,7523,92,8690,2300,4971
306,6661,903,7428,2728,7269,6556,301,6401
307,2782,847,1153,3329,6241,1909,6174,7558
308,2118,4794,9503,4715,8209,1930,6875,9293
309,9921,5352,1783,7601,6101,6256,5709,1561
310,3846,77,3628,9168,9020,3350,7653,7666
311,6655,6509,1549,8838,1661,6742,2864,2043
312,3847,69,5322,8097,6091,4572,1297,1763
313,7319,5246,1053,2674,8143,7014,1158,1603
314,5540,8908,2638,6116,7648,5599,7430,6236
315,4585,3227,7453,1000,2472,106,6832,4474
316,5559,2433,8460,8372,612,965,7963,6642
317,8925,5009,9287,1027,2274,9639,2629,1887
318,7429,2384,5248,4374,3962,9319,2051,702
319,6319,5231,2337,8424,3774,8578,3930,265
320,5680,1025,164,7195,5311,6000,2997,9879
321,6816,3714,2308,260,9571,5237,8357,6571
322,5354,2182,9216,8887,3332,671,1242,653
323,7685,4301,4811,428,4335,2804,8236,9991
324,712,8756,675,8979,3,7847,3341,1601
325,4991,765,1796,2011,4228,9447,3719,6549
326,4923,982,8368,9728,3765,3643,4207,5715
327,7659,4166,7258,494,5401,4453,890,5198
328,9741,1138,2610,8324,5025,3188,1714,3812
329,76,3090,69,6448,331,6567,6773,3318
330,871,1573,5598,8740,3528,961,1033,3012
331,3069,3464,7630,83,9746,3844,7433,8240
332,1796,4397,2124,6450,9267,9388,4816,3175
333,4671,7652,6483,3391,1398,2468,925,5052
334,6370,5210,459,1538,7574,5018,3723,2681
335,1450,2259,5333,1672,8505,8534,5551,5332
336,9691,9912,3463,1417,7165,6870,4336,678
337,5060,687,745,426,861,3136,5178,9208
338,7781,6696,4802,9652,702,5830,9147,8544
339,937,2742,2568,8548,8902,8874,8989,7415
340,7035,2902,4876,4612,2323,6052,8239,9328
341,6300,9271,6768,2452,7752,6143,941,9839
342,2723,4472,9121,4308,1448,4511,3296,1904
343,1129,6514,8896,5240,7470,2232,8055,870
344,3542,7831,5532,8046,1060,4974,7972,4713
345,7364,3229,7932,300,9860,3980,9687,1771
346,8325,9886,317,6573,8195,1094,9776,9421
347,1682,2128,5017,7785,9732,3773,2417,1184
348,7988,98,1896,9535,7817,7300,6252,8362
349,5431,4378,3950,72,3817,9152,5470,8959
350,4038,9767,1988,1288,371,5016,3289,4083
351,5428,9913,9516,7074,2923,7889,4336,6710
352,9600,9273,5264,337,4458,9877,1452,4506
353,129,6268,2472,387,1223,2948,8974,885
354,7500,8049,657,1215,7561,8220,4999,4651
355,2693,7145,3818,8592,1981,7718,4615,2875
356,1946,1613,4147,178,1437,9211,2498,3693
357,9267,2440,2737,4591,1175,783,8512,1878
358,4661,392,3109,7879,2453,2599,6533,9955
359,252,8975,4840,6160,7641,8847,6027,4855
360,7429,565,3894,9694,836,9435,3453,9987
361,2237,2558,6680,6173,3650,1093,5157,9241
362,7510,6131,7744,1317,8044,6570,2962,6432
363,8699,9843,5101,179,8977,7965,3200,8652
364,161,4570,4647,8525,9281,1175,6277,1427
365,11,8499,5086,2772,4,7177,7131,1619
366,7749,6507,7518,3108,4667,4740,2247,7235
367,1720,6588,5796,5380,3059,2883,5631,584
368,3083,5312,7548,5498,8198,7465,8629,3522
369,390,8425,1611,8531,2493,6464,6780,8490
370,5662,2749,4917,4634,660,8033,9462,8796
371,3227,7737,7481,3869,3032,8659,962,6742
372,3363,8798,5870,2019,9759,3868,392,8141
373,7518,3749,4263,8285,6360,9638,3989,782
374,4206,9897,3562,4155,9290,2610,4370,8498
375,9306,3002,4811,2907,7438,4962,2542,6402
376,5601,839,3363,6703,6491,9703,8850,5389
377,9589,9128,6001,4024,6810,8509,999,7269
378,7783,7896,6736,5384,5955,1301,8670,289
379,3476,6125,3053,3607,87,2541,6374,6717
380,6819,8766,9143,1063,5085,8881,4515,9922
381,146,6709,8334,4114,3872,1558,4323,7790
382,944,1191,1184,9457,1861,2470,4676,2070
383,2198,2371,9249,4326,9890,9444,6075,5025
384,9832,2660,6743,6406,3722,6263,4418,6846
385,4332,4230,4293,20,2983,8182,2808,8846
386,8204,9048,5479,8759,2345,516,8696,7870
387,1155,1992,3887,5235,722,9337,3677,4687
388,3513,6663,8782,9988,1340,2416,9217,7884
389,935,3207,1908,6855,4929,324,3142,8560
390,62,5436,209,8666,8698,4063,7372,7145
391,9153,4386,1306,4789,4785,5749,5673,947
392,2751,3372,5752,7979,6627,7911,5270,8085
393,7515,4516,8092,2692,3034,7037,517,4490
394,5061,6818,2994,3096,1802,5960,8094,8342
395,1489,591,2004,7718,3675,9293,3219,3563
396,332,4474,7967,5143,2325,8810,5200,5538
397,9072,3406,9098,7218,2795,8808,1325,7917
398,8811,6402,5377,2971,479,4011,854,8048
399,9986,9723,9149,8787,3549,7743,7164,6834
400,7360,616,7818,9241,6213,2843,3893,3180
401,3230,3970,9423,2576,3490,673,766,6886
402,198,7671,9715,7739,4470,7048,6143,2975
403,9247,6570,7177,3694,3542,5170,4469,2652
404,3249,7642,6814,4680,1563,9696,3471,5247
405,6281,3112,7448,3918,8233,858,8991,1450
406,2897,1405,2879,3916,5960,5735,9510,6588
407,8865,6986,754,8960,6121,2961,5672,422
408,5627,7428,3556,4612,4620,1135,3583,6963
409,2817,4663,7792,8904,1724,3394,483,8121
410,7510,3666,8856,2980,9122,9095,5155,359
411,4554,8857,1758,9734,2993,2970,5573,5871
412,6183,2255,3146,6067,29,1424,3109,648
413,5792,7340,2845,8375,6263,6827,1440,6643
414,4933,2625,3986,2117,6113,5329,3496,8703
415,7335,5559,7933,1640,5118,9464,4225,3501
416,7525,1386,4784,7729,7591,1413,1788,1010
417,7208,4318,4844,4782,2209,9090,4845,1200
418,3747,5419,7371,8619,3837,9192,7632,3803
419,1642,1577,5696,1069,2942,7549,6041,8020
420,6094,5512,502,8917,3593,810,5027,1199
421,8905,1336,1781,6725,304,2568,249,4182
422,9303,20,3580,4454,1367,2410,7958,9973
423,7308,4164,5022,9426,7494,3824,2524,2722
424,5224,2810,9900,2100,3046,8659,4404,2478
425,9449,3422,8325,6009,491,785,1078,2006
426,707,5525,9145,4505,7980,8942,9232,3426
427,6425,3417,2409,7772,7486,8845,4211,3373
428,6538,9181,4470,9952,7854,7304,9514,8815
429,401,5299,6952,1899,9846,9298,7203,2220
430,1538,355,7609,7272,8746,8503,7126,1712
431,9821,5517,2256,5021,6396,9459,54,7639
432,7872,7516,9294,1698,9097,2095,3703,4950
433,7645,271,4531,8678,2231,5299,2954,9769
434,8873,6900,923,3742,9746,639,6411,2348
435,7103,4322,4839,4884,4487,7174,3269,1475
436,4936,1240,5813,3451,6807,5674,4871,8756
437,680,3733,6869,5209,6625,5724,8187,869
438,4247,9699,7955,3151,3592,524,9920,5835
439,5435,2599,9386,8129,1059,8402,8117,8060
440,1704,214,4890,1406,6001,2604,2726,1498
441,709,3765,456,5214,4120,8537,6490,3313
442,9921,4595,354,5575,7745,6937,5191,9548
443,3903,9462,1126,9720,1562,4006,4997,8957
444,5888,3085,2833,14,1804,2411,5377,409
445,2929,6812,9080,5337,7133,9625,5888,2682
446,8559,6817,8127,7998,996,4745,8805,6837
447,6351,5861,9020,1490,9148,1369,2137,4196
448,8397,6485,1111,5933,4857,4304,3105,3406
449,9858,8616,8441,1471,8255,3685,7143,5051
450,5731,1390,4327,3504,1946,1361,3313,5904
451,7670,1105,7915,8200,9458,6441,8743,8046
452,2598,9842,9830,9669,3927,4029,3323,3836
453,3400,9946,1446,1952,4837,9467,2994,6454
454,8808,9865,1811,424,4355,5811,617,3688
455,4706,5124,4534,2009,2240,9472,4466,442
456,9043,6472,5804,2630,6569,9830,5780,3107
457,3045,8799,366,5936,7033,8709,1445,3645
458,469,5822,3535,1047,4941,7866,7509,8597
459,8774,4441,7372,7062,2301,8898,7792,7980
460,9028,6366,9226,567,4953,5755,9016,4281
461,6421,4022,4079,1492,9599,3576,4119,5606
462,570,3740,4591,8436,7398,1145,957,6603
463,9682,8968,9502,426,1314,121,9469,7757
464,5680,1411,737,5081,5446,2452,472,3695
465,7125,59,3045,1421,9901,5861,2896,6566
466,8311,4505,1710,8373,3925,9083,8584,9240
467,6933,6408,805,5770,5318,5402,5589,3156
468,7626,5649,1854,5747,3098,4219,8913,5010
469,8233,7485,4594,5862,426,1447,3277,1223
470,8560,9497,8230,5479,6028,9114,7998,3451
471,1459,4730,3594,6570,9962,6171,631,811
472,1804,7112,1185,1879,9502,2081,6595,1200
473,1012,5775,2859,1317,8321,5017,9267,6439
474,7992,4734,1296,27,5905,942,7842,4343
475,2919,4168,9877,1497,8715,564,8035,1281
476,6215,2791,9242,9308,3566,2046,5738,9678
477,5646,4078,3514,6141,2575,7304,9009,4170
478,2610,2565,8081,9668,2921,3331,2593,5818
479,1351,5078,669,7836,4869,8160,5338,5855
480,6476,2763,5315,5452,6733,3541,1674,2811
481,2084,8839,8703,5404,4785,3290,5734,1563
482,1062,3667,2126,6384,7930,6273,167,9098
483,3903,1540,1158,2898,7933,9491,716,577
484,7798,5415,109,5290,5650,4487,8144,4919
485,5414,3621,136,7726,1536,8076,6789,9927
486,9767,4989,4905,3903,1699,1017,5533,5093
487,7958,6195,9625,4497,4363,8353,9691,6251
488,5852,3835,986,9877,8661,2766,7429,1585
489,1999,9753,8898,616,6956,229,1506,5325
490,1553,5178,3590,3042,7904,7177,2359,9537
491,2528,7939,4587,2204,1745,8280,3907,9160
492,7910,8238,1685,9921,8840,4570,793,194
493,8804,9535,6563,6365,914,3968,6916,700
494,647,1726,4820,3095,5197,6807,9277,907
495,2767,6330,3114,5702,7926,4980,9675,2395
496,7892,4725,212,2383,7690,5613,3236,9947
497,7737,2420,8366,6990,6671,3569,5262,6715
498,903,364,743,1076,2845,8350,8287,1289
499,4716,6201,4537,3939,8998,9899,3175,5478
500,2265,4358,1935,5347,5516,5792,1267,3004
501,6593,1891,8186,8769,8825,8250,9873,6016
502,8837,3429,5636,735,3243,2773,7601,814
503,272,2278,2282,5238,9820,4280,1212,7662
504,3256,2942,674,8156,3545,1294,6536,7763
505,2415,1720,9451,3216,9735,7807,1501,7993
506,4642,384,1919,8731,5172,1185,1788,1839
507,3168,4744,808,7362,1638,6812,9774,4760
508,650,2206,2206,600,8842,1446,1465,5836
509,6333,7833,5734,4201,8681,9397,3939,5039
510,7163,8674,8648,1549,8478,6413,9265,8439
511,3714,2706,9969,2488,2488,6906,9214,4932
512,6615,9008,8917,7394,4053,805,7917,3075
513,3835,8983,1583,5972,6394,2067,4097,5788
514,2097,727,8068,7933,8204,2673,5849,6301
515,1487,8971,4350,7462,6371,7271,4539,8438
516,2324,637,5451,5426,8851,9010,991,2318
517,5521,2488,105,1006,3134,4451,3678,7390
518,2627,204,1746,778,4460,8981,9539,1077
519,9664,1397,2592,7265,6341,5273,5099,2872
520,649,8749,6966,5851,7719,7324,5164,1997
521,6777,7662,289,9665,4080,4818,5837,5649
522,4214,4428,5341,9780,1473,4829,9125,722
523,5274,5893,2146,4322,9892,1621,4998,8507
524,7780,4558,5147,96,2011,563,1254,7188
525,5373,4896,948,294,2700,3408,8325,4339
526,1938,8685,4634,2999,9985,3937,5860,7594
527,2409,1108,2148,7518,2539,728,4890,9429
528,8621,9687,8499,4752,1536,8069,7884,3355
529,9292,5915,2845,4422,6631,4622,8956,5372
530,8153,8795,1599,7814,6995,3439,7192,5638
531,4315,5666,3136,5601,5616,1312,3548,6532
532,1621,5515,5300,142,3689,5563,302,2948
533,2497,9461,6360,8464,3585,1768,8904,6078
534,2590,4000,4560,9932,8295,7639,1781,7652
535,3398,6834,2241,4588,3458,3891,3766,3957
536,3770,1683,3242,1799,6373,172,9970,5025
537,6360,6780,5171,5513,1620,8451,29,3111
538,9465,2860,8034,2062,6690,2894,9588,4591
539,1823,65,6508,6468,8831,5487,5249,9749
540,4866,6383,4421,5291,356,1149,9456,6303
541,7989,1732,1394,491,3265,9223,5666,286
542,1220,6002,6248,8623,1368,3308,6177,1267
543,3447,1522,7962,2890,5478,6436,3068,2426
544,2133,454,6933,3847,5001,749,4168,2427
545,2823,933,8862,3604,9623,6212,3641,4190
546,1494,5679,2617,1597,7779,1024,7417,14
547,9634,9851,2715,2126,7755,2648,1628,568
548,2134,2535,5886,3272,2958,7647,4516,1431
549,5251,3222,8804,4096,3913,7549,8155,4196
550,2080,9266,3392,7276,7984,2945,9085,4053
551,4829,2855,6181,3106,6244,4479,8731,1839
552,2777,345,7631,9437,499,5396,9987,4395
