index,x1,x2,x3,x4,y1,y2,y3,y4
137,1460,2455,2726,543,1800,240,2443,2894
138,1939,61,25,4257,3437,368,4213,2021
139,4113,4073,2257,815,2655,1877,3864,3728
140,4269,1592,3484,3800,3662,433,2008,2911
141,378,4328,4834,882,1821,3317,2117,2505
142,371,1585,1636,2120,2562,130,4296,3738
143,1125,2638,3251,1436,4193,1580,3860,1326
144,101,4433,4209,3307,4986,373,3989,3169
145,1507,4972,4438,1027,3528,2252,244,375
146,4960,4162,2513,4307,3471,802,4636,2793
147,4472,3984,4936,2029,1444,2786,946,849
148,4281,320,1467,4998,4670,3179,2516,2094
149,1599,3095,3722,1357,2219,760,4497,3388
150,4370,1341,878,4278,82,3614,2247,4125
151,4581,4024,4595,4275,3671,1803,3628,3004
152,1439,1167,2036,4729,1081,4546,1897,2192
153,632,3050,2357,3160,2979,438,2821,3964
154,2203,1493,2438,2322,1989,2361,2209,338
155,74,741,2399,3402,4461,3249,740,4670
156,3416,417,2361,413,4268,179,2863,2157
157,2470,2681,2051,786,4240,708,1366,4851
158,3166,824,2226,4857,645,90,2292,3696
159,4755,3194,2657,2396,2853,1408,388,1683
160,206,2100,4658,2317,2915,3679,3793,2114
161,2137,166,435,1969,1229,1029,1199,3983
162,3314,3407,4967,3589,4823,975,1228,4576
163,2583,4908,1493,3768,1155,1662,1665,3424
164,185,3783,2239,4860,2766,1677,294,4052
165,4984,2364,4436,3881,1385,4080,3870,1077
166,2699,3797,641,3752,4135,1507,194,1147
167,2738,4328,1346,1366,2483,1351,2663,2038
168,485,2200,2171,2131,90,751,3186,156
169,1538,2314,4212,1874,4492,2296,3578,55
170,1317,3199,20,1008,3782,4821,209,2705
171,2234,2145,2327,1417,4927,1885,1194,1867
172,103,1629,2157,908,92,1842,4680,1448
173,2919,1098,1881,4237,2793,1250,3900,4815
174,3600,1029,1717,3912,2377,3334,552,336
175,3920,3882,663,1242,798,1802,3468,2942
176,2920,3795,256,1336,1547,1678,4152,408
177,1382,4967,1612,1910,4249,3410,3219,4160
178,1566,2994,4594,2411,4200,3340,313,1313
179,374,834,2074,4045,2969,4244,949,2505
180,4143,4132,2258,1176,2110,1206,4621,4603
181,2159,680,1259,1902,2988,595,1487,102
182,2425,4281,2083,987,524,2669,3212,2409
183,3967,3250,4045,4043,4683,3212,4811,3533
184,2802,2417,1547,771,1402,76,1967,3124
185,4010,4091,3716,2321,3879,4357,916,4690
186,3217,2431,665,1292,151,3645,1244,4739
187,1589,2393,2966,2464,756,3735,3709,1323
188,2784,311,2643,3864,302,1972,1340,1965
189,1179,3705,2678,4730,417,1823,3400,4193
190,1726,514,3575,2414,3191,2523,1040,1227
191,3752,107,4353,1618,3259,3085,432,791
192,4469,2019,3883,3397,3963,831,3877,3924
193,2221,722,2289,199,263,3505,4174,2442
194,470,1859,1189,285,971,4989,1539,2470
195,1759,4050,1540,112,1780,4691,4915,1982
196,2539,4125,1828,310,3867,3442,3887,4294
197,128,172,1108,4159,3275,1244,4836,2913
198,4263,3828,3455,3810,3902,3882,4972,2404
199,2299,2793,280,1147,3913,3626,3310,4925
200,816,1680,2655,2022,811,513,2951,4830
201,3140,4384,2846,1988,4094,1287,4330,3558
202,4364,3410,2872,4990,1324,4629,4572,512
203,2680,4367,271,2129,448,4470,44,3800
204,2584,3361,2882,2838,4538,2629,1001,4008
205,4889,2391,4021,3547,3721,2822,4439,251
206,3667,2623,1566,140,2207,328,3643,666
207,493,823,340,2222,1402,491,885,4082
208,852,2298,2598,877,3802,1544,3005,4451
209,1513,1858,1031,1395,4864,3645,2110,3576
210,2507,4894,1264,1017,4125,3460,4563,1686
211,3335,1302,3704,2971,4545,2436,1401,2700
212,2029,1542,2834,1258,111,2669,1055,3939
213,1796,129,1886,2349,1261,3968,2676,3006
214,2303,3073,3858,2462,1628,1011,1253,1212
215,4160,1638,1744,2946,3050,1774,1261,1974
216,2675,3248,1731,268,1930,2857,4023,948
217,4144,773,3570,4743,3447,3501,493,3814
218,4115,2246,506,1254,363,2206,1180,4539
219,396,3378,4441,1540,1649,3898,3507,4026
220,132,1960,2006,4254,2998,4164,1593,2350
221,4699,2128,2182,927,3259,1605,316,545
222,3878,638,4654,251,1180,3816,796,127
223,2146,3279,3623,3340,3531,1783,1715,1223
224,1687,1148,3660,4565,3013,1600,4869,4786
225,4981,1182,604,361,3611,586,2272,3935
226,1810,1736,202,1757,3888,2097,4472,3016
227,2628,3708,2367,2342,3078,56,2087,4658
228,2313,1218,2065,4291,3467,4117,1125,3705
229,53,456,1926,3343,1651,751,3024,820
230,408,860,4871,2169,1100,856,2557,2857
231,3773,63,1478,443,4685,3603,2433,1026
232,718,1627,3140,1898,27,1774,4622,3505
233,569,59,3090,392,2331,2480,3807,1373
234,3578,3771,2055,904,2742,3960,2075,3708
235,4812,1118,4530,4574,2936,4536,4829,152
236,2746,2689,404,3123,3487,3622,1919,4074
237,4742,4156,4542,967,3276,1682,3104,4768
238,4181,4187,758,2227,1611,2428,4648,4224
239,3280,14,1188,487,1916,3468,360,4428
240,2252,2740,81,541,4105,4242,237,1245
241,1690,3423,3196,102,1404,1211,3347,2946
242,4619,1988,1982,785,2685,3847,1852,3833
243,4608,3798,1783,3273,3239,1963,3042,4188
244,782,2986,329,1375,1165,611,1924,2281
245,2310,3625,1464,1718,279,4454,2584,252
246,3963,933,4284,3107,345,1613,1585,3878
247,3531,2925,957,1664,4894,4962,1265,1550
248,4372,42,1132,2193,3577,4095,2803,4006
249,1551,677,304,1921,3890,2982,4351,4556
250,361,495,1809,1803,3590,1604,2323,3128
251,1355,2157,1056,596,4244,3232,2836,2856
252,610,4013,2293,3821,439,3807,1147,81
253,2559,1159,4910,1695,4685,1916,4790,3490
254,603,3207,633,3227,4378,2574,2780,2623
255,3130,2342,3478,108,505,4934,1842,269
256,2887,766,74,2955,4571,1376,4863,3302
257,2343,1201,1725,519,3057,632,514,1216
258,3266,1662,1302,815,1793,3799,3237,3739
259,1685,4437,2927,3134,1951,2716,2789,1610
260,3401,920,4415,4145,2024,1324,654,505
261,368,1018,778,3228,998,4103,3387,4694
262,3819,3340,2462,4820,4177,1188,1589,970
263,4196,1664,3227,564,336,2332,2181,3431
264,2152,2290,2486,3864,1559,1373,4079,910
265,1230,4242,479,1811,753,28,393,3820
266,216,2880,3231,2909,3983,3246,4357,4981
267,4747,64,4371,3557,2249,4216,2363,3786
268,3470,4766,2639,78,4015,4797,589,3742
269,4172,2026,1906,1945,3900,4769,493,3793
270,3693,1139,4108,2320,4886,2199,763,1884
271,4205,4553,860,4573,2792,4200,100,4490
272,887,821,3372,2898,1819,1463,1356,3021
273,2318,969,233,3218,3373,3299,1740,2904
274,4935,3631,44,578,3023,4454,2170,3245
275,2826,516,1418,4220,2556,3551,2255,2911
276,3507,142,856,806,3934,3822,3419,83
277,4055,4615,1611,2562,3530,4273,255,2882
278,2036,1765,932,2314,4842,14,4534,779
279,4218,1324,3686,4265,1269,4880,1039,2518
280,1,3471,1799,601,3575,1349,1126,1948
281,4723,2026,426,4878,1138,2450,363,971
282,4420,4029,4752,747,3763,341,565,1946
283,4269,4178,646,712,4352,3422,107,755
284,1628,938,3283,4510,4083,2698,4151,2953
285,2210,530,4594,2480,3601,3135,4936,4095
286,1111,2556,1290,4015,4749,1398,2455,2606
287,1826,703,2886,4734,682,2445,3782,1770
288,2738,3906,2443,4295,2156,4819,4724,4551
289,2983,4811,3840,4456,1833,41,4191,4092
290,2147,4668,2650,1948,697,1312,2865,2175
291,4484,4417,4600,1704,2901,3532,4467,4410
292,2198,3949,525,658,1648,2498,1318,792
293,137,2259,3854,3463,412,3238,420,3739
294,973,2350,3921,3387,2815,747,969,2513
295,3318,2942,1936,487,4953,2881,4059,2965
296,3248,2495,4450,3097,2771,3272,298,1348
297,3200,3704,4332,3669,3503,4641,4899,861
298,229,4947,1080,2596,356,2404,4911,92
299,2111,498,2300,2639,4971,4148,903,2728
300,2541,301,1867,2782,847,1153,3329,1909
301,2118,4794,1311,2835,4715,17,1912,3410
302,2058,1930,1101,1729,1949,1783,2894,4952
303,3003,2682,3484,1900,4250,1561,3846,77
304,3260,3628,976,828,3350,1549,2929,646
305,1661,2328,2864,2043,3847,69,2779,4572
306,1297,1763,1053,4381,2674,2650,1158,1603
307,716,2638,2745,2078,4546,4585,3227,1000
308,2472,106,4474,4357,2433,268,180,612
309,965,733,4981,1095,2809,2144,1027,4605
310,3315,3906,2274,1447,2629,1887,2384,4374
311,3962,1127,4369,2051,702,2337,232,3774
312,386,3365,3930,265,2908,1025,164,2997
313,1687,3714,1886,2308,260,1379,165,4463
314,2182,1024,3156,695,4838,3332,3924,3121
315,671,1242,653,4337,4301,4811,428,3766
316,4335,3723,2804,44,1799,712,564,675
317,787,4897,3,3341,1601,4991,765,3145
318,1796,4991,2011,4228,1255,2503,3719,4923
319,2051,982,176,1536,3765,3643,4207,4351
320,2362,4166,3294,494,3062,4453,2749,890
321,2881,1549,4807,1138,2610,132,3188,1714
322,3812,2446,76,3090,69,3544,331,3318
323,871,1573,4890,548,3528,961,1033,3012
324,2823,3174,3069,3464,83,2425,1554,3844
325,3199,48,3774,1796,4397,2124,1075,1196
326,4816,3175,4671,3838,3391,1398,2468,4438
327,925,459,1538,4603,3723,2681,1450,3764
328,3395,2259,1672,2857,313,342,1499,1720
329,3463,1417,4336,678,687,745,426,861
330,3136,1016,4802,1460,702,4462,955,352
331,937,2742,2568,356,2992,710,682,797
332,2902,4876,4612,2323,47,1136,1079,4810
333,2452,4296,3942,3500,941,1647,3759,2723
334,4770,4472,2886,1839,929,4308,1448,4511
335,3296,1904,3970,4001,4991,1129,704,2232
336,3393,870,3542,2054,1060,4974,4713,3229
337,3676,2186,300,1668,4204,3980,1495,2667
338,1771,133,1694,317,3,3039,1094,1584
339,1229,1682,2128,2745,1540,3773,2417,1184
340,4551,2048,98,3248,3340,1896,1343,2239
341,2792,170,4378,3950,2439,72,3817,960
342,767,4038,1575,1988,1288,371,3289,4083
343,4894,1721,1324,2767,2923,4523,4336,3202
344,2804,1408,1081,337,4297,4458,1685,4288
345,1452,4506,129,2472,387,1223,2948,3871
346,782,885,657,1215,28,4999,3831,4651
347,2693,3818,400,1981,4615,3828,4702,2875
348,1946,1613,4147,178,1437,1019,2498,3693
349,3825,1075,2440,2025,3867,2366,2737,4591
350,1175,783,320,1878,4661,392,3109,3537
351,3307,2453,2599,1763,3257,252,4976,783
352,4840,3200,655,4855,4693,565,3788,3325
353,3894,1502,836,2293,1837,1243,3453,4316
354,1795,2237,2115,2558,4846,4028,3650,1093
355,1049,3948,3405,4387,1994,1317,4359,2962
356,507,1651,179,785,3200,460,161,1895
357,4570,4647,333,1939,1089,2474,1175,4779
358,2053,1427,2758,2063,11,307,2772,2851
359,4,1619,2696,3108,4667,4740,2247,3046
360,4761,1720,3059,2883,584,3083,2158,2161
361,6,437,3522,4999,390,233,1611,4744
362,1822,339,4144,2493,298,3634,2749,4917
363,4634,660,1270,604,3227,3869,3032,467
364,962,3363,4994,606,2019,4331,1567,1930
365,2487,3868,392,3749,4263,93,1446,3989
366,782,4206,1705,3562,3199,4155,2152,4973
367,1098,2610,4370,306,1114,3002,3049,4346
368,4212,4811,2907,2336,3197,4962,2542,2744
369,839,3363,1511,658,1397,936,4024,317
370,999,2282,4519,4055,2598,1301,2863,478
371,289,2488,3476,3053,3607,87,2541,574
372,951,1063,3798,689,4515,3006,1730,3255
373,2926,146,2339,4012,142,4114,3872,1558
374,4323,3714,944,1191,3904,1184,4957,2811
375,4211,1265,1861,2470,4676,2070,2198,3386
376,2371,3805,2864,1057,4326,1698,1252,1640
377,2660,3722,4418,4332,4230,2283,4293,2696
378,20,2035,2868,2983,2808,654,12,856
379,567,4684,2345,4704,516,504,1155,1992
380,4355,4378,3887,2065,4233,722,1145,3443
381,3677,4687,3513,590,4665,1796,1340,3687
382,2416,3077,1025,935,3207,1908,4929,324
383,3196,3142,368,62,209,474,506,4063
384,961,4386,1306,4789,4785,2467,947,2751
385,3372,2196,4516,2692,3034,4488,517,4490
386,2994,3787,3041,3478,4189,3096,4209,2051
387,3329,1802,150,1489,591,2004,3675,1101
388,4820,3219,3563,4881,3065,332,4068,4474
389,2325,618,3439,3009,880,3406,906,2795
390,3211,4466,616,2595,1325,619,1993,2188
391,2971,479,4011,854,1794,1531,957,595
392,3549,3980,4981,616,1049,2843,3893,3180
393,2615,2518,3230,3970,1231,2305,2576,3490
394,673,766,4852,198,1951,3178,4784,1523
395,4470,2975,1055,3694,3542,3337,3322,4846
396,4469,2652,3249,4680,1563,1504,3471,2836
397,3112,3918,41,3202,858,799,1450,2897
398,1405,2879,3916,3542,4057,1318,3749,673
399,754,768,2961,3492,4484,422,3497,3556
400,4612,4620,1135,3583,1960,2817,4663,1880
401,712,1724,3394,483,3666,664,2980,930
402,903,2073,4538,359,4554,665,1758,1542
403,2993,2970,2255,3146,3568,29,1424,4803
404,3109,648,4138,2845,4479,183,1845,1440
405,4183,3096,4933,2625,3986,2117,3276,3971
406,3579,3496,511,1640,1272,4225,3501,1386
407,4784,2758,3562,2085,1413,1788,1010,4318
408,4844,4287,4782,2508,1835,2209,898,4845
409,1200,3747,3371,4461,427,3837,3631,1000
410,3803,1642,1577,2669,4465,3500,2909,4545
411,1069,2942,3607,3284,4406,502,3391,725
412,3593,810,1199,2764,3326,713,1336,1781
413,304,2568,249,4409,4182,1111,20,3756
414,3580,4454,1367,2410,1781,4164,2966,1234
415,3824,2524,2722,3497,2810,1708,2100,3046
416,467,2487,2000,3837,4404,2478,1257,3422
417,133,2745,491,785,1078,2006,707,4078
418,953,4505,750,1040,3426,3417,2409,4740
419,2452,653,4211,3373,1867,2752,989,4470
420,1760,2025,1322,623,401,2084,1899,1654
421,1106,2086,4610,2220,3418,1538,355,4905
422,3155,554,311,1712,1629,1920,2858,3879
423,2256,1267,54,1102,1698,2511,2422,905
424,2095,3703,4950,271,2305,4531,486,2231
425,2954,1826,3317,1577,681,1928,923,3742
426,1971,4282,1554,639,2348,4322,4839,3966
427,4884,3294,4487,3269,1475,3497,2537,4049
428,4936,2841,1240,3451,4871,564,680,4633
429,3733,4900,869,4247,1507,2557,3151,3592
430,524,1728,2599,1194,1059,210,4523,3143
431,3204,4188,3021,1704,214,4890,4204,4003
432,1406,2604,2726,4079,4204,1498,3883,3572
433,709,3765,456,4120,345,3313,1729,4595
434,1988,354,3872,1356,4037,3903,1270,1126
435,3912,1528,1562,2484,2859,4006,4997,765
436,3007,1835,3085,2833,14,1804,4055,2411
437,409,2929,888,2719,1433,2943,2682,367
438,996,3159,4745,613,828,1490,956,1369
439,2137,4196,3906,205,1111,4857,4304,3105
440,3406,1666,3588,424,249,1471,63,3685
441,2332,1390,4327,3504,1946,1361,3313,3187
442,2714,3521,1105,8,3480,1266,551,2598
443,1650,1638,1477,3299,3927,4029,3323,3378
444,4639,3836,3400,1754,1446,1952,4837,1275
445,2994,1968,616,1673,1811,424,2014,4355
446,3561,617,3688,4706,4534,3184,2009,2240
447,1280,4466,4575,4724,442,851,2630,1638
448,3107,3286,3045,607,3778,4737,4313,366
449,517,2113,1445,3645,3763,3256,469,3535
450,1047,4180,4941,2849,3103,405,2491,582
451,4555,4441,2301,706,3509,4622,836,1034
452,567,4953,2744,3069,824,4281,3378,4022
453,4079,1492,3881,1407,4676,4390,2983,4831
454,3576,4119,2371,570,3740,4591,244,3131
455,1145,2205,957,2276,2864,4328,1490,3290
456,776,4020,1310,426,1314,121,1277,1411
457,737,4406,2452,2450,472,3695,59,3045
458,1421,1709,2896,119,4505,1710,181,3925
459,891,392,1903,1048,2118,805,4642,2625
460,2210,3156,4355,3199,3160,1854,3899,3098
461,4219,2987,721,41,3579,4594,426,1447
462,3277,1223,368,1305,3362,4294,38,922
463,1809,3451,1944,1459,4730,3594,1770,3048
464,631,811,1804,3036,1185,4734,1879,1310
465,2081,4503,1200,2288,4505,1012,4611,2594
466,2859,1317,129,1075,4365,4734,1296,27
467,1944,2387,942,4343,2919,4168,2106,1685
468,1497,2883,523,564,1281,2791,1050,1116
469,2374,3566,2046,2487,3353,1486,3139,3577
470,2730,2690,2107,4078,2613,3969,3514,1919
471,2575,817,4170,2610,2565,2065,3217,2880
472,1476,2921,3255,3331,2593,1351,669,4887
473,1914,2226,3967,4869,2763,3541,1674,2811
474,2084,3508,647,511,4107,4785,3290,4432
475,1563,4934,4033,1062,3667,2126,3796,167
476,4417,906,3903,1970,1540,1158,2898,1299
477,716,577,109,4487,4919,2749,2472,4481
478,3621,136,1536,1735,1575,4989,4905,3903
479,3025,1699,4945,1017,2977,4361,1433,4497
480,3158,4363,161,2534,1499,3835,986,1685
481,469,2766,1585,1999,1561,706,616,229
482,1506,1553,3590,3042,3106,2359,1345,2465
483,2528,4587,2204,1745,88,3907,968,46
484,1685,1729,648,4570,793,194,612,1343
485,2143,2275,914,3968,4442,2198,700,647
486,1726,4820,3095,1085,907,2767,3053,3114
487,4980,1483,2395,4507,3247,4725,3714,212
488,2383,2880,2368,3517,3236,3428,2185,1755
489,2420,2409,174,2778,3569,903,364,743
490,1076,4719,2845,158,3296,95,1289,4716
491,2499,4537,1977,3037,3939,806,1707,3175
492,2265,4358,1935,1937,1267,4685,3004,1891
493,577,633,58,1681,645,3429,735,3324
494,3123,3243,2773,814,272,2278,2282,1628
495,4280,1212,3580,3256,2942,674,2688,2851
496,3545,1294,2415,2345,1720,1259,2960,3216
497,1543,3297,1501,4277,3719,2439,4642,384
498,3259,1919,4736,539,1185,1788,1839,3168
499,4744,4786,808,1638,1959,1582,4760,4365
500,650,2206,2206,2062,600,1817,650,1446
501,1465,4201,489,1205,4662,3939,482,456
502,1549,2479,286,1073,247,3876,2083,3773
503,3714,2706,4268,1777,2488,2058,2488,1022
504,4932,816,725,2137,4604,1851,4053,3286
505,805,4123,3075,3835,791,1583,2067,3107
506,3268,4097,2097,727,4597,12,2673,1487
507,3061,779,2414,4350,4361,4073,3053,1884
508,2801,4539,246,2324,2469,637,659,818
509,991,2318,4532,2488,105,1006,3134,4451
510,2759,3609,3678,2627,204,4265,1746,2560
511,778,4460,3355,789,1347,1077,4948,1472
512,1397,2592,2872,649,557,2275,1997,3824
513,4777,289,1473,4080,4818,4214,3833,4428
514,1588,1473,1903,4829,933,3603,722,1931
515,2146,3159,4322,2415,1700,1621,4998,315
516,3504,4558,2537,3176,3081,2170,3177,96
517,2011,563,1254,2488,4896,1991,948,294
518,2700,3408,133,4339,1938,493,4634,2999
519,3451,3661,1793,3937,1991,2409,1108,2148
520,2539,728,4890,1237,429,3401,1495,307
521,3062,4752,1536,3355,1100,1997,2845,3969
522,4422,4622,3863,764,3390,603,1599,3439
523,2954,4315,3136,3420,2795,4301,1312,3310
524,3548,4027,1621,1990,142,3389,3689,302
525,2948,2497,2767,1269,3855,272,4919,3585
526,1768,712,3410,3873,2590,4000,4560,1740
527,3488,103,1781,3604,3398,2241,4588,3458
528,3891,3766,2619,4047,3957,3770,1683,3242
529,1799,172,1778,4214,1620,259,29,3111
530,1273,2860,3957,2062,1908,2904,2894,1396
531,4591,1823,65,639,3936,2441,3396,1557
532,4866,4807,4421,356,1149,1264,2087,4428
533,4963,1732,1394,491,3265,1031,2047,286
534,2390,1845,4695,1220,2911,431,1368,4121
535,3308,4494,1267,3447,1522,2890,3437,3068
536,2426,2133,454,3847,4926,749,4168,2427
537,2823,3526,933,670,4200,3604,1431,3641
538,4190,4309,2199,1494,2617,1597,1024,4637
539,2620,14,1442,1659,2715,2126,3579,2648
540,2262,1628,3566,568,2557,2134,2535,4563
541,4700,4571,3272,2958,4885,4516,2758,1431
542,4115,4993,3222,1811,612,4096,3913,2749
543,4196,2954,2080,3309,1074,3392,2945,893
544,1847,4053,4829,2855,3106,4479,539,1839
545,2067,2777,345,1245,499,2602,1795,4395
546,4658,3323,3742,4886,1746,4600,2906,79
547,4183,4851,467,4492,281,2284,2090,1213
548,1712,1421,1677,4398,550,2387,4649,3977
549,3469,3317,3093,1274,3068,3574,4888,447
550,3416,1507,481,1607,3548,4007,4386,3426
551,930,132,4951,358,4787,4612,334,848
552,2988,4578,3103,3997,2698,3852,3226,1777
553,1277,2362,4682,1533,1343,2145,997,204
554,1700,1453,2145,2635,3564,4138,704,3108
555,2257,2133,4740,3310,3017,3417,703,1249
556,4804,3712,2752,1750,4686,4193,3691,3078
557,1193,1166,4124,4643,1592,762,3117,4840
558,1201,368,4924,530,353,1529,3809,1804
559,1451,4807,3283,802,3124,82,42,3538
560,4356,745,1887,2695,5,4741,576,4845
561,4084,4887,2136,2843,1037,4099,4813,4214
562,2682,1770,3713,1342,4608,3686,2451,2716
563,4362,4721,3963,781,3824,3303,1522,103
564,4166,4439,63,3085,60,4594,4459,3806
565,1501,4041,1427,814,4573,200,585,1623
566,3947,4176,1920,2325,1585,1494,1624,4578
567,2188,2201,2448,1690,1920,2583,311,2189
568,4416,943,4450,4684,815,1135,2809,1292
569,4246,4178,1511,1850,4487,2956,4286,369
570,3534,1903,3732,250,1032,1338,657,2217
